,rating,pros
3932,5.0,Ample resources provided to sales reps
3933,4.0,Health Benefits are good Wellness Program Autonomy ESPP option Remote & flexible
3934,5.0,Good people and nice benefits
3935,1.0,Pretty good culture and benefits
3936,1.0,"Great products, Sound engineering team"
3937,2.0,- Great people - Great benefits - Good pay
3938,5.0,Salesforce has a great culture all around
3939,3.0,If you find a good team with good management it's a good place to work.
3940,4.0,Work-life balance Innovative Good work culture
3941,5.0,"Time off, empathetic management, work-life balance, amenities such as monthly wellness benefit and office kitchen full of food."
3942,5.0,Great benefits and they really take care of their employees
3943,4.0,Culture of giving back to the community with great benefits for volunteering and matching charitable contributions.
3944,5.0,Best place to work in the country
3945,5.0,lots of flexibility and learning potential!
3946,5.0,"Amazing culture, great teams and leadership, opportunity to grow or try new things"
3947,5.0,"Benefits, people, workshops, trailhead, and pay"
3948,5.0,Some of the best sales people and smartest individuals I know work with me every single day.
3949,5.0,Great company that I can’t say enough positive thing about. Awesome opportunity for someone with customer service background to branch out and build consultant skill set.
3950,2.0,"You learn a TON, and are exposed to some really incredible people here. I wouldn't change my time here at all and have met some of the best mentors and smartest people in the industry. Benefits are great, WFH flexibility and the stipends are wonderful. There is a lot of opportunity to move around within the company and learn new roles and duties, which is lucky, because in order to move up you will have to move around."
3951,4.0,"Good benefits & 401k match, decent pay, supportive company culture"
3952,1.0,- Good benefits (Maternity leave of 6 months) - Good pay and bonus - Continuous Innovation - Talented folks all around
3953,3.0,Great culture Nice offices with free coffee and snacks People are very nice
3954,5.0,"This place is everything my peers, friends and online reviews said it would be. A wildly inclusive, fast moving and highly motivated culture. From Marc Benioff down to my local leadership team Salesforce truly cares about its employees and the betterment of not only each employee but also their families. It's nice to finally work at a place that is doing well to do good."
3955,5.0,Salary is really he best
3956,5.0,It was a great company to work for
3957,4.0,Focus on employee well being
3958,5.0,"Salesforce is a wonderful company to work for. There is great leadership , upward mobility and great perks such as benefits and time off."
3959,5.0,great experience for 3 years and woudl highly suggest
3960,2.0,good money if you get the right accounts
3961,5.0,"An excellent place to work, get promoted quickly."
3962,4.0,-Gain a lot of experience from working with top sales leadership -With Salesforce being a successful company there are many resources for you -Being able to connect and network with many people around the would is great
3963,4.0,"- WFH policies, extra cautious with Covid protocols - Health benefits, wellness benefits, time off - Best parent leave policies - New up to date equipment regularly - Collaborative tools I think that the executive leadership at Marc Benioff's level and direct reports have been great. Forward thinking, innovative, beginner's mind, etc."
3964,5.0,"Amazing culture, benefits, perks, and opportunities! A progressive organization that does a ton of philanthropic work, has a focus on diversity and works to help the environment."
3965,3.0,"Good benefits depending which org you go, work may be fun great perks"
3966,5.0,"The company makes an active effort to support employees. Many smaller benefits and perks that show they care. Also, the company is mindful of work/life balance by in large."
3967,5.0,"Supportive culture, innovative, strong leadership, benefits, parental leave, community volunteer time off, unlimited vacation, learning resources, high performance culture, design thinking, green company, diversity and inclusion practices and policies"
3968,5.0,Salesforce trust and track record to deliver with speed
3969,5.0,Great benefits Challenging work Work Life Balance
3970,5.0,inclusive culture and best work life balance.
3971,4.0,- Compensation - Great Company - Learning opportunities
3972,4.0,People are all nice and helpful. Relatively a flat organization when it comes to titles. For better or for worse.
3973,4.0,Decent Comp Great WLB Excellent medical benefits
3974,4.0,"Great WLB, nice working environment"
3975,1.0,Top notch benefits. That is about all.
3976,5.0,Ohana all the way! It’s a defining characteristic.
3977,3.0,Straight forward 9-5 hours Respect for personal life Volunteering and giving back heavily encouraged Making big strides in D&I
3978,3.0,Work life balance is good
3979,4.0,"Good culture, Good team, Good system"
3980,3.0,"Benefits, culture, exciting projects to work on"
3981,5.0,"Great work life balance, Excellent company wide culture, lot of benifits"
3982,4.0,Def. a fun place to work
3983,5.0,"Love it. Management is great, coworkers are great, benefits and pay are great."
3984,5.0,Salesforce has been very good to me. I've had lots of opportunities to learn and grow. They've been especially great during the pandemic ensuring everyone is safe.
3985,5.0,Culture Diversity Initiatives Interesting Work Rapid growth
3986,4.0,-Hire the best people personally and professionally -Unmatched benefits -Great work/life balance culture -Onsite safety and resources during Covid is unmatched by any company
3987,4.0,Great people to work with. Decent Pay
3988,2.0,- Top name in the CRM space - Employees very open to networking - Many promotion paths throughout the organization
3989,4.0,Lots of time off and great benefits with HSA and stock match.
3990,2.0,"Great management and leadership,great people on the team. Competitive, but everyone collaborates and wants everyone to succeed. Great benefits."
3991,5.0,Carrier growth opportunities internally for movement
3992,5.0,I love my team and even though we are virtual I feel well connected.
3993,5.0,Coming back home now and I’ll
3994,4.0,"Great office, stability, work life balance. An extremely low stress job with fair comp."
3995,5.0,The company provides us with incredible resources that help us do our jobs efficiently and effectively. Leadership is focused and helpful. Earning potential and work-life balance is excellent.
3996,5.0,_Growth opportunities _Stock option _Expand into other expertise _On Job Learning
3997,5.0,"Salesforce has incredible benefits, interesting and fast-paced work, and a supportive culture."
3998,5.0,"Joined the company about 6 months ago thinking I understood selling, and how to close business having spent 13 years in various AM & BD roles, but Salesforce takes the art of selling to another level entirely, and gives you the at-bats and the opportunity to succeed at every turn. They truly poured millions into learning and development, with more resources and training you could ask for or find anywhere else. Everyone makes you feel welcomed from the get-go, and there is a true mentality of ""we are in the trenches together"", where everyone is more than willing to help the new folks at the drop of a hat, because they've been there, and they care about their colleagues. It really is impressive. The compensation is lucrative, and the spiffs are insane! The office environment is very casual, and fun. Management, at least my chain of command, are in your corner and helping you whenever they can, and they do not pull punches (which I love), so you always know where you stand with them. They're tough, and so is the job, but more than fair, and highly rewarding."
3999,5.0,this company is great to work for
4000,3.0,"Best place to learn more about Salesforce offerings Salesforce is always growing, you won't ever get bored at your job"
4001,4.0,"- A very customer-centric company that cares about its employees. - There are opportunities to contribute, learn, and make a difference in every direction. - Lot's of inspiring leaders including Marc Benioff, Parker Harris, Tony, Prophet, and more. - An early adopter of the Equality for All movement in hiring. - Opportunities to participate in innovative customer-facing events that just keep getting better and better. - Great salary and benefits. - Lot's of amazing volunteer opportunities."
4002,5.0,Great company with great benefits
4003,5.0,Salesforce is the FIRST company I have been to where everyone is bought in to the culture and its a rare thing. From top down everyone wants to see each other grow and become successful in their role. Highly recommend!
4004,4.0,Salesforce fosters a collaborative environment which encourages employees to bring their authentic selves to work. Employee benefits and resources are excellent.
4005,2.0,Good benefits. The company invests a lot of energy into promoting wellness and values.
4006,5.0,People are the best of the best We use our own products Customers actually like the technology Still in a growth mindset - which gives you an opportunity to leave your fingerprints on pieces of the business as we scale
4007,5.0,Cares about their employees and a lot of room to grow.
4008,5.0,"great company culture, would recommend to anyone"
4009,4.0,"- benefits - work from anywhere, remote - company values"
4010,5.0,"Awesome WLB - great colleagues, and benefits"
4011,4.0,Great products Great sales Disciplines Customer Focused Great Marketeers
4012,3.0,"Lot's of opportunity, good employee perks and good mission"
4013,1.0,There are none. This company has gotten progressively bad in the 8 years I've been here.
4014,5.0,Salesforce is a great place to work if you’re looking for work life balance! You’re encouraged to prioritize mental health and well-being in general. They’re flexible about remote work and if you need to work weird hours due to child care etc. This probably varies a bit from team to team but generally they really encourage employees to be humans first.
4015,5.0,"Collaborative culture, people like working there."
4016,4.0,It was ok to be there
4017,4.0,Everyone is great to work with and always helping each other. It feels like people care about each other.
4018,5.0,"I am about to start working here, it is chill"
4019,1.0,Unlimited PTO Good office and snacks
4020,5.0,Treats employees well great coworkers
4021,5.0,Very innovative and relevant technology
4022,5.0,"All of my coworkers have been very friendly and accessible. My manager is sincerely invested in my professional growth and Salesforce offers many courses and other development resources. Work-life balance is taken very seriously, and the company seems to be putting its money where its mouth is regarding its inclusion and sustainability goals."
4023,4.0,Great resume company that teaches you transferable skills
4024,5.0,Amazing culture and the people
4025,5.0,"People, tech, culture, work life balance, benefits"
4026,4.0,"- great logo, people, and employee perks"
4027,1.0,Pay and benefits are good
4028,5.0,"Great culture, great opportunities, great people"
4029,5.0,"Great benefits, great co-workers, the culture truly lives its values!"
4030,5.0,"culture, people, customers, service, teams"
4031,5.0,"Modern, good pay, friendly, good connections"
4032,5.0,Culture for success Investing in innovation Flexible work location
4033,5.0,Great company that listens to their employees.
4034,5.0,"Great people, culture, opportunities for growth, innovation, events, products, resources, etc"
4035,4.0,"Fantastic Benefits, Remote work, well known"
4036,4.0,"good WLB, good pay, good benefits"
4037,4.0,"good people, good culture, good benefits"
4038,3.0,Seemingly feels safe and not too challenging after you get your bearing.
4039,5.0,"Collaborative, supportive, transparent, honest, committed. People here care about each other. Managers care about their teams. Everyone cares about the customer. I've worked for some some of the other big companies, and they were good, but Salesforce is better in every way."
4040,5.0,"Great WLB, great pay, amazing company culture"
4041,5.0,"Job Satisfaction , work-life balance"
4042,5.0,"Salesforce has a really solid business model, with a subscription-based approach to software that was revolutionary when it was first introduced 23 years ago. This subscription-based approach means that ongoing revenue can be relied on, for all customers that remain with the company. Since the attrition, or the loss of customers, is very low, this means that the cash flow for this business is very reliable and predictable over the long term. The company really strives to gain the trust and to ensure that customers are successful. These happy customers then become highly referenceable, and recommend our solution for others. Our product has become such a vital part of their business that it is also very sticky over the long term. As our company continues to acquire new capabilities, our solution becomes even more enticing and relevant, since we can address and integrate a broad cross-section of the needs of each of our customers (Marketing, Sales, Commerce, Service, Analytics). We deliver a comprehensive enterprise software solution, which is cohesive and integrated in ways that no other company can provide. In addition to this, we constantly think of ways to innovate and make our customers lives easier. We are able to digitize and improve the efficiency of a broad cross-section of enterprises out there who do not focus on digital solutions as their core business. All of these factors together represent a very strong opportunity for continued growth of this business. Salesforce has also been executing really well on surmounting many of the more difficult technical challenges that they faced due to the fact that the product is based on legacy code. There is technical debt related to the database, also there is a major migration underway to move to the public cloud. The company has executed incredibly well on these and many other challenges internally. The culture is incomparable. The leadership of the company have a genuine concern for each employee, and a real investment in doing the right thing for the community. The company takes a leading role in helping to champion initiatives that address homelessness and environmental issues for example. We also are really committed to the success of all of our stakeholders, including employees, customers, partners, communities, and all of the trailblazers who form the broader salesforce community. The ecosystem of administrators, architects and developers who are part of our space has continued to grow, and the company is also really proactive in helping to develop the skills of those people that might be interested in growing a career with our products."
4043,5.0,Great work environment Amazing co-workers Great career development
4044,5.0,"Lovely coworkers, supportive culture, room for growth"
4045,5.0,PTO and communication in teams
4046,4.0,Friendly Environment & helpful supervisors
4047,4.0,- Benefits - PTO - Salary - Culture - Flexible - Not Micro-Managed
4048,4.0,Clear path and communication company wide
4049,1.0,The short-lived good feeling you get in the beginning when you first get hired before you discover the truth.
4050,5.0,"Good compensation, focus on diversity and employee satisfaction, gives back to the community."
4051,5.0,"Diverse working team, great benefits"
4052,3.0,Training Work-life balance Culture Technology
4053,5.0,Best work place ever! Very inclusive and accommodating.
4054,2.0,"Well paid, great benefits, and volunteer time."
4055,5.0,Always feel supported by my manager and teammates.
4056,5.0,Great culture and products and continued growth
4057,5.0,Awesome Company. Lots of growth
4058,5.0,Love working here at Salesforce
4059,5.0,Good company with outstanding customer service
4060,5.0,"Great compensation with great benefits. ESPP, 401(k) w/ Mega Backdoor Roth, affordable good healthcare, ability to work remotely, unlimited PTO, snacks, drinks. Set your own schedule. Ability to work remote or in office."
4061,5.0,"Amazing culture, Good benefits and Decent pay"
4062,5.0,Challenging technical stack and managers who don't micromanage. Strong leadership that keeps your best interest at heart and cares about your career progression.
4063,5.0,"Salesforce really does a great job of being concerned about their employees. I had a health problem and they were patient, supported me, and allowed me to get healthy and get back to work. What a great team!"
4064,5.0,Good work culture and awesome team
4065,5.0,"Customers who care, employees who want to do good things"
4066,5.0,This company does treat its employees well. Good wellness benefits
4067,5.0,"Flexible employer, amazing benefits, extreme volunteer support, best culture I've ever experienced with an employer."
4068,5.0,-You get to work with the best salespeople in the industry -The management in Sales Development is excellent and caring. -You get exposure to different industries and work with a diverse team
4069,5.0,Awesome benefits. Work to live culture. Younger workforce. Remote or in office choice.
4070,5.0,The food was fantastic and delicious
4071,5.0,Amazing values Little politicking Great benefits The culture is top notch. My leadership is inspiring and it's so nice to be somewhere I don't have to constantly hide my values.
4072,4.0,"Salesforce has strong values and stands by them. I'm proud to be part of an ethical company that backs up their words with employee benefits, community philanthropy, and customer experiences. The specific advantages to a marketer include learning from an experienced team of leaders that are committed to employee success, coaching for development, and imparting industry standards for product marketing. The people I work with are smart, dedicated to their craft, and willing to give extra effort to achieve shared goals."
4073,4.0,"Benefits are great, pay seems fair, happy customers and a thriving ecosystem"
4074,4.0,"Great culture, Good wlb Growth opportunity in non-core areas"
4075,4.0,Some great people to work with
4076,4.0,Great WLB and perks all around
4077,5.0,Working with very very talented peers and team members
4078,5.0,great compensation company culture is fantastic responsibilities are clear flexible work from home
4079,5.0,Great company culture Colleagues available and eager to help Strong work/life balance
4080,4.0,- benefits - innovation - mission-focused - fun
4081,5.0,"Flexibility, Opportunities, Career Development, Large technology stack/offerings"
4082,5.0,The best company I loved it
4083,5.0,- Unlimited resources that help you succeed - the people - comp plan
4084,5.0,Wonderful place to work. Great people
4085,5.0,Great Company with Great Values
4086,5.0,"Environment, Benefit, Growth and Work-Life"
4087,5.0,"-great culture, benefits and pay"
4088,5.0,"Strong solutions, market relevant, able to make a positive difference to our Clients"
4089,4.0,"Massive support network, there's almost always someone else doing your job so you have a model for performance."
4090,3.0,AMAZING benefits Company culture is good
4091,5.0,Great culture among the team
4092,5.0,Strong support of volunteerism was very rewarding.
4093,5.0,-Strong leadership - Great resources - Phenomenal culture
4094,5.0,I loved working here! Best employee relations I've ever seen.
4095,4.0,"Really great intentions, try to focus on employees. Adapt to changes. Make great investments"
4096,4.0,"Good pay, benefits, and perks."
4097,5.0,WLF Interesting products Relevant to customers
4098,4.0,"The company has a very good wlb and greate company culture, unlimited PTO with additional 10 well-being days off (not sure if it will continue after returning to the office)."
4099,5.0,It is a great place to work Great culture Amazing company values
4100,5.0,"Pay, equality, innovation, work life balance"
4101,4.0,Get to work with a cool product
4102,5.0,Culture is wonderful at Salesforce
4103,5.0,amazing colleagues. the best products. incredible benefits. excellent comp
4104,5.0,Best company in tech couldn't recommend it more.
4105,5.0,Unlimited resources to succeed and you can write your own destiny
4106,5.0,"work life balance, great products, great leadership, great people"
4107,5.0,Amazing company that really practices what it preaches. Employees are provided with quality learning experiences that support their personal and professional goals. Compensation is fair and benefits are superb. Leadership and management are competent and provide mentorship opportunities
4108,5.0,Employee Culture Company Success Business Agility Company Values Benefits Work/Life Balance
4109,5.0,"Culture, competitive pay, great product, great values"
4110,4.0,"Great benefits, caring, less review pressure"
4111,4.0,Good CEO. Top product and great benefits and culture
4112,1.0,"Great experiences with all the co-workers and managers, all very kind, smart and willing to help you out"
4113,5.0,"Benefits are amazing, culture is great, overall an amazing company"
4114,5.0,Good culture. Smart people. Strong products.
4115,5.0,as good as it gets
4116,5.0,"Generous compensation Many awesome managers that actually care about you Manageable pace of work, if you put up boundaries Opportunities to jump around to different products, teams, or roles."
4117,5.0,"Company Culture, benefits, work-life balance"
4118,5.0,Great wlb and great culture
4119,5.0,Truly cares about their employees
4120,5.0,Intelligent and compassionate colleagues; good work-life balance; lots of resources to tap into; great managers who listen to feedback and encourage development; and inspiring leaders who walk-the-walk in terms of the company's values.
4121,5.0,- managers that care - great benefits - wellness days - competitive pay
4122,5.0,Best work life balance and great benifits
4123,5.0,"Culture, Challenging Work, Innovative Atmosphere, Creative, and we care about Equality"
4124,5.0,Good work life balance. Competitive salary.
4125,4.0,Amazing people and thoughtful culture
4126,4.0,Awesome culture that I loved a lot
4127,4.0,"Great leaders in Marc Benioff and Brett Taylor, commitment to values is real, smart colleagues, on a sustained path of growth, great benefits."
4128,2.0,"The snacks in the kitchen are ok, and coworkers are okay."
4129,4.0,I love working here. Amazing culture. People genuinely want to celebrate each other’s wins and be there for each other during hard times. LOVE the culture and the benefits are amazingggg
4130,5.0,"Great Benefits, Competitive Salary Super Culture Job progression is good"
4131,5.0,"It all starts with the leadership and there is no doubt Salesforce has one of the best leadership teams. I had an opportunity to interact with different leaders in the company and there is no doubt they are the ""Best""."
4132,4.0,"Great place to work, great benefits, managers and people"
4133,3.0,Health benefits and long term compensation
4134,5.0,"Interesting work, collaborative culture, good benefits, lots of room for growth"
4135,5.0,One can bring their personal self to work. Company shows great social responsibility and community awareness. Company invests in employees' wellness.
4136,5.0,WLB and Leadership are superb
4137,3.0,"Good ethics, good people, good pay"
4138,3.0,"Great culture, benefits, and bonus structure. Wellness is priority."
4139,5.0,Great company great culture and great people. They believe in being the driver of your own destiny career wise. If you aren’t someone who can motivate yourself to do it. This isn’t the company for you.
4140,5.0,- Collaborative environment - Ongoing enablement & readily available resources to support personal/professional growth - Unmatched Benifits - Clear career progression - Top notch sales leadership - Great comp plan - Challenging but very Attainable quotas - High performance environment - Equitable territory alignment amongst reps
4141,5.0,Incredible culture with phenomenal Leadership. Innovative products that deliver significant value to customers. Interesting work. Learning Opportunities everywhere. Supportive teams.
4142,5.0,"Salesforce walks the talk. They honor their values, provide continual education and other resources for inclusivity/diversity, work-life balance, and commitment to help the under-served. They encourage volunteer work (on company time) and have innumerable programs and resources to support their employees."
4143,5.0,"Amazing company, culture, benefits, and pay!"
4144,5.0,"Great values and diversity, social responibility"
4145,5.0,Great place to work with excellent work life balance. Strong values which are lived out through top management.
4146,4.0,"Great pay, work and culture"
4147,4.0,It is a Great place to work
4148,5.0,Great pay for over achieving
4149,5.0,"Salesforce is continuously adding resources, investing in tech, and expanding product offerings that help make the job enjoyable and attainable. As big as it is, it has been pretty amazing to keep the culture that it is famous for."
4150,4.0,Company seems okay so far.
4151,4.0,- great people - good money - cool office and perks
4152,4.0,Culture is best at salesforce
4153,4.0,"Some of the best leadership I've ever worked with. Their investment in each of us was phenomenal (skills, methodology, etc.). Loved the product."
4154,5.0,"Culture, training, resources, work life balance, attitude"
4155,5.0,Good overall Work life balance
4156,4.0,Good place to work with diversity and inclusion
4157,4.0,Great benefits and culture. Values driven organization
4158,5.0,Great perks and good culture
4159,5.0,"strong commission structure, great managers"
4160,5.0,Good WLB Career Growth Unlimited PTO No Meeting Friday's Amazing Culture
4161,4.0,Great culture + worklife balance
4162,3.0,"Great Benefits, Great Resume Builder, Really learn process and sales tactics, mostly good and supportive teammates"
4163,5.0,Love working here. I have learned a lot!
4164,4.0,"Great benefits, sales and customer focused and competitive products."
4165,2.0,- good benefit - unlimited PTO
4166,3.0,Work from home and unlimited PTO
4167,5.0,Maternity benefits Health insurance Paid leaves 401k Career growth
4168,5.0,"Im my group, my colleagues are competent and collaborative. In my assignments, the team actively reaches out to inform on the background and context of requirements and solutions. The technology framework, effective and with battle-proven success on production, is partly new to me; I am excited to learn and contribute to continue our success. At a company / division level, there is ample and motivating communication with the values, focus, programs, and events of the company. The on-boarding program is pretty well organized. The processes, such as on-site Covid testing for the office opening (for employees who want to) have the employees well-being at forefront."
4169,5.0,"Culture, VTO Committment, Employee Wellness is top of mind, Go for Growth to develop a career path, compensation/bonus structure"
4170,5.0,Great company to work for!
4171,5.0,Team has been amazing since I joined. Changes are transparently communicated and work life balance is good. Lots of social bonding despite remote working
4172,5.0,"good benefits, high salary and good working environment"
4173,5.0,"Good Culture, good people, pro- remote work, have done well during Covid"
4174,5.0,"Great benefits, great product, upward mobility, overall fantastic culture - one of the top firms to work for."
4175,3.0,Cool vibe in the company over all. Tech company with a great product.
4176,3.0,Good place to relax Fun place to work
4177,3.0,Pay and benefits are good and some people are great to work with
4178,2.0,good pay and benefits...they try to build a culture but with 80k employees it doesnt always work
4179,2.0,There are some very talented people at Salesforce that I admire greatly and wish to learn more from. Mostly those that perform at a high level are willing to help in this regard
4180,5.0,Great company that I can’t say enough positive thing about. Awesome opportunity for someone with customer service background to branch out and build consultant skill set.
4181,4.0,"great team, i like my boss, good culture"
4182,3.0,Equality is a true value and they live it.
4183,5.0,Good values overall strong team
4184,5.0,"They take their core value of equality seriously, and although I did encounter one micromanager, I haven't encountered any outright jerks. The culture is as supportive as its reputation suggests."
4185,4.0,10 years with the company that while demanding is still only getting going in terms of is TAM.
4186,5.0,Great culture at Salesforce Highly recommend
4187,5.0,Great company culture! Great place to grow and learn
4188,5.0,Best Saas company to work for
4189,5.0,"Great benefits, product, and work/ life balance"
4190,4.0,- Culture promotes wellness - Understanding teams - cross functionality is usually good
4191,5.0,"Company cares about you, and I love my coworkers"
4192,5.0,Good company invested in employees. Invests in employees and ensures management walks the talk.
4193,5.0,Good pay Great benefits Wonderful coworkers A culture of giving back. Lots of support for life in general The ability to work from home 99.99% of the time. I feel like I can make an impact on improving things here.
4194,5.0,"Amazing culture, great total package"
4195,5.0,Friendly work environment where the upper management and fellow employees are great mentors and resources to learning and developing oneself
4196,5.0,"Lots of room for growth, great culture, inclusive"
4197,4.0,process and coaches are great. Teaches you how to sell
4198,4.0,Innovation Benefits Work life balance Culture Upper Management is very involved
4199,4.0,There is a limitless amount of pros working at Salesforce. All of their hires are one of a kind. You will become close with your coworkers due to the positive environment.
4200,4.0,- values - innovation - people - products
4201,3.0,"Well paid, good benefits, and good people on the ground making the impossible happen repeatedly."
4202,1.0,"Good benefits If you're going to have a baby, definitely work here"
4203,5.0,Great culture and people Great perks Flexibility to move between teams
4204,5.0,Focused on shareholders and all stakeholders. Great culture. Excellent pay and benefits. Research the company and you'll find multiple sources saying how strong the company is. The future is also bright with strong growth prospects.
4205,5.0,amazing health care. paid vacation
4206,5.0,Great company culture! Great place to grow and learn
4207,4.0,Work life balance Good leave benefits Lot of training material Leadership is always encouraging
4208,3.0,Great work life balance People were really nice to work with Fun team builders
4209,5.0,It's like an Adult DisneyLand. Everyone is friendly and its one big family. This company takes care of its employees and customers.
4210,4.0,Get to work with a cool product
4211,5.0,- Best managers ever. They will continue to have the best managers if Duncan and Steve (2020-2022) are still there. Great team to get started with. - I worked on one strategic project that was nice. It used Node.js/Express. Kept me busy for 6-7 months. - Later in my time I picked up new technologies (Mulesoft/Slack) and made relationships with SE's. I generated my own strategic projects. - Lots of flexibility. Remote work. Just get your stuff done on time.
4212,5.0,Compensation 1 monthly wellness off Transparent Opportunity to learn new technologies
4213,5.0,It's a good place to work.
4214,5.0,"Incredible culture, people, and product"
4215,5.0,1. Great work. This is the place if u want to try out new stuffs. 2. Great Benefits. 3. Good people 4. Wellness offs. and many more .
4216,5.0,"- Innovative company and culture that is striving to be best-in-class when it comes to driving social impact, emphasizing diversity and inclusion, giving back to the community, sponsoring employee wellness and development, and carrying out sustainability initiatives. Salesforce lives and leads with its values from the top down and encourages transparency and feedback throughout the organization. - For a large enterprise, Salesforce works hard to ensure we are agile and nimble. The company is not afraid to fail fast, pivot strategies, execute on new ideas and proactively lead with a bold vision in the face of a rapidly changing world. The phrase ""Better, better, never best"" is a great way to describe the culture. - Individually in my customer-facing sales role, I enjoy being able to work with so many different types of businesses and executives. It's rewarding to help clients succeed, transform, and adapt their businesses - and it's also a fantastic learning experience for my own development. Because Salesforce has such a huge platform, we are enabled to have conversations with every business department and are empowered to deliver real value. While we are selling a technical product, working at Salesforce allows me to elevate the conversation by leaning on Salesforce's own internal success and leadership to inspire my customers. - There is a sense of pride in working here; there are just so many cool things about this company, it's hard to list them all!"
4217,4.0,Treats you well and great brand
4218,3.0,"Benefits, Commission, Loved going into the office"
4219,5.0,Love the culture of the company
4220,5.0,Great benefits Great people Great pay Great culture
4221,5.0,The 401k and ESPP are good value added benefits. Remote work as well
4222,5.0,Continued Good pay/benefits and etc.
4223,3.0,"The Culture and Energy are strong, growth is constant and many people have long tenure."
4224,4.0,"Amazing benefits, opportunity for growth and advancement"
4225,5.0,Company cares and is doing their best to be a positive disruptor in the world.
4226,5.0,The benefits are amazing !
4227,5.0,"In general, the company has great values. It's one that takes care of its people, and gives back to the community. Benefits are generous, including 5 volunteer days included in PTO. When the pandemic hit, Salesforce made sure that its employees were well-outfitted to work from home, and emphasized prioritizing mental health and balancing new work/life struggles. (Note that it wasn't all rosy, Salesforce also chose to do a round of layoffs during the pandemic, even though they were experiencing a record quarter, which caused a lot of controversy.) For as large of a company as Salesforce is, it is reasonably transparent. Employees have access to executive leadership, and have opportunities to ask them tough questions, such as regarding the layoffs they chose to do during the pandemic."
4228,5.0,This is a value based company that reinforces those with compensation and accountability. It's a great place to work with smart people making data-driven decisions that drive the business forward
4229,5.0,Overall relaxed environment. Treated like an adult (just get your work done). PHENOMENAL benefits including paid time for volunteer activities and support from management to be activity involved in ERGs.
4230,2.0,"Still a good employer, still pretty good pay, still an open minded place to work."
4231,5.0,The benefits are amazing !
4232,5.0,"Benefits, salary, work environment, room for growth."
4233,5.0,"The pros of Salesforce are Company Culture, Innovation, and Collaboration."
4234,5.0,The 401k and ESPP are good value added benefits. Remote work as well
4235,5.0,"Hours, work life balance great job"
4236,3.0,Good culture and also good support from the other teams
4237,5.0,"Good compensation,great benifits, big focus on eqaul pay and work life balance"
4238,5.0,"Very good pay, health insurance + more, generous time off, flex options, fully paid parental and family leave above industry standards"
4239,3.0,Pay is higher end of industry
4240,5.0,"Culture, people and leadership. Their focus on diversity and inclusion is commendable."
4241,4.0,Great culture and company and have a very inclusive management
4242,3.0,Total comp is really competitive.
4243,4.0,Great company culture People and client-first Excellent comp plans for sales Achievable goals
4244,4.0,Benefits and work from anywhere
4245,5.0,Great Benefits Work Life Balance Salary
4246,5.0,Can only comment on interview process and impression of the team. The interview emphasized the individuality of the candidate rather than focusing on standardized methodologies like Leetcode questions.
4247,5.0,Compensation 1 monthly wellness off Transparent Opportunity to learn new technologies
4248,5.0,-Great Learning and Development Opportunities
4249,5.0,"Hours, work life balance great job"
4250,5.0,"Salesforce really is one of the best places to work. The leadership is awesome, the perks are great, pay is great and the culture is truly something that needs to be experienced. Work life balance is highly valued at Salesforce"
4251,5.0,"Industry leader in CRM, Service and internal/external engagement. SF is a true transformational leader. There are no end of tools and resources to help drive project/opportunity success. My direct manager is very supportive, very patient. Team is right there always willing to help and coach. Unlike anything I've been a part of it. Great experience so far."
4252,5.0,"Company values, plenty of resources at your disposal and products that work"
4253,5.0,Company cares and is doing their best to be a positive disruptor in the world.
4254,5.0,"This is my 6 months of employment review. I am surrounded by strong women who are amazing team Leaders and workers. Management is fair and cares a lot. I'm not the best employee. I would consider myself incredibly average. I do feel that this is the first time in my career that my skills are accurately rated. I am given the opportunity to as they say ""level up"" with very detailed one on ones. This model only works for those who want to be better engineers and customer service agents. I never feel as if my caseload is too much. in fact, I have the free time to help my team reach resolutions and educate myself on my product. I really hope to retire here Before this, I owned my own business, and before that, I was a contract IT. I rather eat a whole brick house than work at any other company."
4255,5.0,"Great perks, people, culture and opportunities"
4256,5.0,Great Work and life balance.
4257,4.0,they have great culture and management
4258,4.0,"Great benefits, good work/PTO flexibility and a cutting edge company thriving in it's respective market."
4259,3.0,Great people to work with
4260,5.0,"You have the ability to grow as the company grows and adapts - continually adjusting and creating new opportunities. The saying ""doing well by doing good"" is true at every level of the company that continuously balances doing our best for our customers, our staff, and the world around us."
4261,5.0,"Great leadership, great culture and great people."
4262,5.0,"Great benefits, strong company culture"
4263,4.0,"Care for employees, great leave policies, good stable job"
4264,3.0,Good place to relax Fun place to work
4265,5.0,"Benefits are great! Health benefits and lots of other ""perks"""
4266,5.0,"Very strong culture that attracts and retains high performers, best in class products, career progression based on merit and success, exceptional upper management who are forward thinkers and provide sufficient transparency into decisions and what the company is running towards."
4267,5.0,Fantastic team of people who are very supportive.
4268,1.0,Compensation is ok comprares to others
4269,4.0,Good Work Life Balance Caring Leadership Opportunitis for growth
4270,4.0,"Great benefits, work life balance, interesting work, strong company leadership, proud to work here!"
4271,3.0,Corporate Benefits and PTO use
4272,4.0,Great culture and work life balance
4273,1.0,There are none. This company has gotten progressively bad in the 8 years I've been here.
4274,2.0,"Benefits, pay, overall corporate philanthropy, some decent products, etc."
4275,5.0,"Remote working, Remote working, Remote working, Remote working,"
4276,1.0,Wellness days every month and the benefits are pretty good. Most of the people are nice to work with.
