,rating,cons
5393,5.0,"Transitioning from a startup to an established enterprise corporation and learning new processes that used to work but don't, now that we have scaled and grown."
5394,3.0,"Fast growth has led to certain challenges, specifically in terms of onboarding and complexity. It also feels like we're an afterthought to Salesforce. We're starting to get some of their benefits, but salary and especially bonus discrepancies continue to be the norm according to Glassdoor reports."
5395,4.0,"Lot of changes, politics in technology, expect more than usual from employees, if you have a large commute and kids to handle then you will suffer and feel hard to do *everything well, stocks will handcuff you so beware and move on if you are saturating"
5396,5.0,* Technology decisions made high up in management.
5397,1.0,"Base pay will be lower than their competitors. You'll be expected to work long hours, a lot of overtime and practically live there at the end of each month and quarter. Hard to obtain quotas, but you'll get no sympathy if you speak up or ask for support. It's a machine...a hard-core, cold-calling environment. Your phone WONT ring just because they're ""Salesforce"", despite what they'll feed you in your interview. If you're headed there...prepare for the stress and long nights!"
5398,5.0,None in my opinion. Salesforce is a great company and good people overall.
5399,5.0,"Growing pains as a result of fast growth but given the rate of growth, the organization recognizes this"
5400,5.0,Sometimes feels like loosely organized chaos
5401,2.0,"Management glaringly incomplete / arrogant! the wave analytics product should of never been released...at least another 18 months of basic development needed... Couldn't do basic analytics functions, nowhere on the Gartner Magic quadrant, and dropped price so much that reps can't make any money unless it's an added line item on a large non Wave deal"
5402,5.0,Can't think of anything to saw
5403,5.0,Only complaint is that it can get political sometimes - all about the brand
5404,5.0,undefined measures for promotions - can be less of a meritocracy in some departments.
5405,5.0,Meetings and distractions that come working for a huge corporation.
5406,4.0,"Little room for advancement in some of the sub-clouds, unless you worked at whatever company got acquired to create that cloud. Can be hard to move up or onto different teams of your own volition. Constant reorganizations of mid-level management make it hard to get established as a newer employee."
5407,5.0,"Entrepreneurial, ie., Lots of do-it-yourself administrative work with little administrative assistance."
5408,5.0,Nothing to report here.
5409,5.0,No cons at this time
5410,5.0,"- Parts of Salesforce is still old, so it may be hard to work in those areas. - Company changes constantly so if you want to succeed, you must adapt"
5411,5.0,It's an awesome place to work at. No Cons at the moment.
5412,4.0,Highly competitive to grow in the company. Most growth opportunities are in Sales and Technology.
5413,5.0,They could put more thought into how they determine individual quotas.
5414,5.0,Easy to get lost if you don't pay attention!
5415,4.0,"company has become too large. With so many people is hard to propagate a culture of trust, transparency and collaboration within all departments and teams"
5416,3.0,- Promoting killer salespeople to management doesn't breed the best leadership culture - Expecting massive growth YoY is a grind
5417,5.0,"Like any other large company, there are reorgs (probably 1-2x/year), but I haven't felt the negative effects of those so far"
5418,5.0,"I can't think of any, though cons could be perceived if you aren't comfortable with an extremely fast paced publicly traded organization. That's not an organizational fault, but solely a byproduct of how fast Salesforce is innovating to continue leading the industry and serving our clients."
5419,5.0,Churn rate in staff in some areas
5420,5.0,Constant Changes in Management
5421,5.0,"In such a big company, paper works sometimes could take longer than you think."
5422,4.0,"-Some engineers who are at and above principal/architect levels have antiquated skill sets and (strongly) tend to stick to the old ways of doing things, which can clog the fresh ideas. When a word comes from the people with these job titles, it can carry more weight, and sway the product decisions toward old ways keeping the company from trying out new things"
5423,4.0,Communication could be improved for certain areas.
5424,3.0,"Some teams are very underresourced which is very challenging when you are supporting a huge and growing sales organization, which is (not surprisingly) the engine of the company. If you aren't front and center in sales, don't expect a lot of support from the organizatoin."
5425,1.0,"I was sexually harassed by my direct manager (who later tried to have me written up for inappropriate conduct). I was repeatedly harassed by my next manager for years. He would belittle me and chastise me, call me out for doing something wrong even though I was the top seller. HR did nothing when I came to them, the head of the department said I ""stressed him out"" to hear about these problems."
5426,5.0,Salesforce is a large company and can sometimes get lost in the politics
5427,4.0,Lots of changes all the time and directional pivots. What you get hired for maybe a completely different job in a few months.
5428,5.0,wish they extend more contracts. Now they have two years.
5429,5.0,Still in my first year so there's not much I haven't found to be very satisfied with. As we grow and the industry consolidates my one concern is over extending on acquisitions that may negatively impact culture or cost more than necessary. Keep them strategic for our vision.
5430,1.0,Parking is scarce difficult and expensive
5431,5.0,"At the time, the company was still a bit disorganized, especially the Enterprise Business Unit."
5432,5.0,"like any place, there are politics, but management is good at recognizing real contributions * I like to work, so don't mind putting in extra time to get work done. Some may look at this as a con"
5433,5.0,"Growing fast, difficult to keep pace with offerings and all associated products."
5434,5.0,Being a contractor in a department without growth
5435,4.0,They continually change direction on customer success before completely seeing the historical results with programs.
5436,4.0,Work/life balance isn't always there and it's inconsistent depending on the team you're on Some teams are more hierarchical than others Is becoming a bigger company
5437,5.0,"* like any place, there are politics, but management is good at recognizing real contributions * I like to work, so don't mind putting in extra time to get work done. Some may look at this as a con"
5438,5.0,The company has grown tremendously in past few years. Sometimes it feels like a massive company in terms of the number of the people.
5439,5.0,"You can get lost, growing so fast that management is bringing on their crownies"
5440,4.0,Promotions are not based on delivery rather who know who.
5441,5.0,It can be a bit of a grind.
5442,5.0,"could not find any , Great place to work."
5443,5.0,Not the place to go if you don't like change
5444,4.0,Lack of HR functionality and very hard to advance the career
5445,4.0,"Growing, company needs starting to overshadow employee needs. Also, the territories for Account Executives are extremely small and competitive, most Account Executives don't make quota. Hit or miss. Not very good training."
5446,4.0,Pushing product add-ons to customer that they can’t adopt
5447,5.0,"Fast-paced, very innovative. Great environment for someone who can think on their feet but not if you are not adaptive to change."
5448,4.0,"It's a very fast-paced culture requiring high-commitment. At times, work-life balance suffers."
5449,5.0,"Other than the fact that they don't see virtual work with keen eyes (weird for a cloud company), I loved this work."
5450,5.0,The hours were long and tiring. People expect you to work more than your assigned hours.
5451,2.0,Salesforce is now a well-oiled machine. Rules of engagement make it nearly impossible to do your job and most territories/patches have been saturated. They are also now putting more AE's in territory.
5452,5.0,If you are looking for a 9-5 job - salesforce is not the employer for you
5453,3.0,"In Indianapolis, the company treats contractors as second class citizens. They cram them into over crowded rooms with little space to work. The rooms are hot and uncomfortable making it hard to work. Add in the personal hygiene of some workers and you get the idea. Exclusion from company events and support is the norm."
5454,5.0,"Like I said depending who your team and what building is, you will either enjoy it or not."
5455,5.0,The free snacks can challenge weight management.
5456,5.0,Too big a company to make some real change or big impact
5457,4.0,"While the culture is great, there is a burn out factor...most likely because of tough patches, still large company with growing pains. Opportunities exist within for sure but limited in some aspects. Must be in office (if not in Enterprise), especially if you want to move into management role."
5458,4.0,Stressful work environment Always tensed colleagues
5459,5.0,"An unbelievable amount of information to learn before truly becoming effective, not really a ""con"", simply a fact of life."
5460,3.0,"As a women working alongside Alpha sales males, I have come across more men at Salesforce than any other company in my work history, who think it's okay to be condensing and not respectful. There are different ways to manage men and women, and some of the sales leaders at SF don't have an understanding of the basic respect and cross collaboration it takes to be a good leader to a female."
5461,5.0,This is not a 40 hour a week job. We work hard and play hard.
5462,5.0,I don't really have any cons at the moment
5463,5.0,It is an established company that has slowed down in the speed you can progress through the company. This has made it harder to get recognized and stand out amongst peers.
5464,5.0,"Higher up management seem to be missing the reality of what occurs, but the managers do bring this to them at times."
5465,5.0,Some of the tools used are outdated
5466,5.0,Typical Politics that come with the corporate
5467,5.0,Work hours - long & stressful
5468,4.0,"A natural impact of the company growth is that there starts to be a ""big company"" feel when it comes to metrics and performance."
5469,4.0,"It's good, no issues, I would recommend the company to anyone. Trying to get to the 20 word minimum, don't know what else to say"
5470,5.0,Long stressful hours/days seem to happen weeks or months at a time.
5471,5.0,"Nothing really! Location (DT Palo Alto) is kind of a pain, since interns can't get parking permits."
5472,4.0,"Some disconnect between senior management and the workers (like every company). Lack of integration between products makes product development frustrating because we constantly fight fires while trying to improve the product. One or the other has to give all the time. Every employee event feels a little weird with Hawaiian music, Buddhist prayers and cartoon mascots. The outside reputation of Salesforce being a cult are far overstated, but it does feel like the culture overall is a bit hodgepodge and unfocused. While promotions are frequent, it's a very flat organization, so there isn't a ton of room for upward mobility. Most people just get a ""Senior"" or ""Director"" slapped to their title, and then if you want more, it's either lateral or out. The problem is that lateral moves are kind of limited without learning an entirely new job function."
5473,3.0,"Most Engineers are much older -- not much of a youth culture. The work is also extremely boring, as you are not solving any really interesting problems."
5474,5.0,Very large company. It's easy to get lost in the crowd. A lot more policies and procedures than we have had in the past.
5475,5.0,"As Salesforce becomes a larger company it becomes more difficult to maintain a ""start up"" culture. Everyone is committed to making Salesforce a great place to work and as a result I don't see this as a big issue."
5476,5.0,Salesforce pace and speed is not for everyone. You have to bring your A++ every day and a stumble while permitted can be cut throat the higher up the food chain you go.
5477,3.0,"New AE product enablement is embarrassingly bad. The first 12 months are sink or swim, and aside from self-enabling yourself, the territories are hit or miss. Sales reps that have crushed their quota at other companies often struggle due to poor territory carves and slow enablement ramp time. Furthermore, Marketing Cloud basically acts as its own company within Salesforce. Collaboration with the CRM business is weak at best, and Marketing Cloud's biggest competitor has been its own internal solution, Pardot. Last, sales managers here are mostly just that, managers. True leaders in management are few and far between. For example, struggling AEs are mostly on their own to figure it out, which is resulting in higher AE turnover."
5478,4.0,Too many products and admin issues taking away from selling time. Annual re-org fraught with issues that takes months to iron out.
5479,5.0,"While the account coverage is manageable, the needs of every customer differs dramatically. This is a positive, in that you are not doing the same thing for every customer every day. However, it does require that you have tremendous breath to provide guidance, best practices and practical advise in many solution areas."
5480,5.0,"Things move fast, it can be hard to keep up. The first few weeks have been a real challenge"
5481,5.0,"The tech stack is getting pretty old at this point. Don't plan on advancing your knowledge in new languages and platforms if you're working on core. Front end folks have our new UI platform to work with, but it has a load of sharp edges. There's a lot of indoctrination and cultural training, but it generally has the end goal of getting people to be good to each other and to work together well."
5482,4.0,"Pace of growth and quotas getting more difficult to support. Rapidly maturing product suite,"
5483,4.0,"Stale systems, low stock compensation, finance role can be slow moving and lacking in innovation. Interview process is often rushed"
5484,5.0,"Very fast-paced, reactive culture may be difficult for some."
5485,5.0,It is a big commitment but Salesforce does a good job of bringing in people that are committed to the role.
5486,5.0,*Work/life balance isn't always prioritized when it comes to making sales numbers - basically expected to drop everything for a deal day or night and some inefficiencies with working late hours every month end.
5487,4.0,Stingy about giving RSU. There is no incentive for folks to stay in Salesforce if their compensation is falling behind.
5488,3.0,"Zero Growth. No Internal Opportunities. Out of 10 roles one applies internally, you get selected for none. If you are lucky to get an interview - the scrutiny is so severe that you wonder - what did I do in Salesforce for so many years that one needs to still prove their worth!"
5489,5.0,Have to always be mindful of not saying the wrong thing
5490,5.0,Stressful work and high expectation around performance
5491,5.0,No cons at this stage
5492,4.0,... ... .... .... ...
5493,5.0,"Cons, I have not found anything. But one thing is it has it's own specific platform so your knowledge will be around that only."
5494,5.0,A lot of pressure as the env is very competitive
5495,4.0,"Growing pains, the company is getting some of the traits of very big companies and loosing the start-up traits"
5496,5.0,Fortunately i have no cons yet to the job
5497,5.0,Sometimes the workload can be overwhelming
5498,4.0,"we get an insane amount of work, be prepared to sacrifice sleep."
5499,5.0,The work is monotonous at times
5500,5.0,"high targets, difficult promotion processes, low flexibility in changing markets / role"
5501,5.0,moving countries/transfers with the company are not easy
5502,5.0,"Nothing bad about the company , nothi g much"
5503,5.0,I didn't find any yet
5504,3.0,No much benefits but motivational environment. sal worthy for the work average hikes
5505,4.0,Maturity of processes & skills for Enterprise Accounts is a constant evolution
5506,3.0,"Great culture comes in pockets. Depending on the team and your direct manager, one may not experience the benefits of great work culture."
5507,5.0,Leadership not prepared to handle the team. HR processes.
5508,5.0,Sometimes work can be repetitive and a lot can be on your plate at one time
5509,5.0,No cons at this stage
5510,4.0,Nothing bad to share it.
5511,5.0,"You must be happy to work alone in customer engagements, the role will cover the breadth of the platform and a good understanding of the platform is essential."
5512,5.0,"Big corporation: You need to pay a lot of attention to the metrics, you cant really change things, your territory can affect your result quite a lot (but to be fair they are trying to be fair about it), extremely difficult to hit OTE in the first years, not much support or marketing materials for non-US small business sales"
5513,3.0,1. Politics in marketing cloud. 2. Senior directors doing things on a whim. Resorting to favouritism. 3. Toxic culture in the Hyderabad office.
5514,4.0,No Downsides are there present
5515,4.0,No cons as of now
5516,5.0,"Nothing bad about the company , nothi g much"
5517,5.0,sometimes can be tricky to juggle work life balance
5518,5.0,The work is monotonous at times
5519,4.0,No cons at the moment.
5520,4.0,old sales culture and can be aggressive
5521,5.0,I didn't find any yet
5522,5.0,"Generally people with very high level of experience are hired. For less experienced folks, campus placement is the best bet"
5523,5.0,"Joining during lockdown has been tough. No f2f meetings at all. I haven't met any of my colleagues yet, so there is a huge reliance on virtual technologies."
5524,5.0,"Not many to be honest! The Dublin office has seen huge growth over the past few months which means there's some growing pains in terms of facilities i.e. parking, snacks, microwave availability. But this will all be sorted when we move to the new campus in the city soon. So no complaints really."
5525,4.0,Pace of work is a bit slow
5526,5.0,Leadership not prepared to handle the team. HR processes.
5527,4.0,"Growing pains, the company is getting some of the traits of very big companies and loosing the start-up traits"
5528,5.0,Work-life balance can be improved at times. Promotion and career progression lack of transparency.
5529,5.0,no work and life balance
5530,5.0,"- Core app is monolith which is painful at times during the development cycle. - Some outdated less efficient tools in use for development. - Very less number of RSUs compared to other high tech companies like uber, google."
5531,5.0,No concerns as of now
5532,4.0,"A lot of organisational politics in management, too many sales managers, directors and VPs, very top heavy."
5533,5.0,None as of now. Cab facility is not available in Bangalore.
5534,4.0,"- Work-life balance is missing, especially now during covid, you will work long days and sometimes also in weekends. Work never ends. - Very performance driven, always high pressure to sell more, a lot of forecasting and at times micro-management. - Management is lacking coaching/people/leadership skills, you are heavily managed on opportunities and numbers, but very little on personal improvement. - Politics are present, as well as ego-centrism within sales & mngmnt. - Achieving your target depends on the distribution of accounts and opportunities, which changes every year. - Very complex internal organisation that can come across as impersonal at times. eg no HR and if you have questions you can only log tickets."
5535,4.0,"New Comp Plan means lower earnings despite spiffs, not as competitive now as the competition Admin- becoming increasingly difficult to focus on the day job with the amount of admin & mandatory trainings Promotions or external hires into positions that require more internal experience."
5536,5.0,"Very driven, many KPIs, training/certification, internal meetings that demand high level of commitment"
5537,5.0,"- Sometimes unrealistic sales / business management expectations from product resulting in oversells, it's a solid product but there's a lot of work needed to get to a setup that will do well on the enterprise scale. Smaller setups can work but if you are looking for the big benefits it requires time investment. - The 'family feel' push internally. This is really nice when you are newly immersed in it but you also need to be wary of assuming it's like a perfect family. Families have fights, internal squabbles and sometimes break apart so always look after your own future don't expect that completely from the company. - Steep learning curve if you've never worked on Salesforce product(s) before but there is lots of help there. Still a great place to work and earn professional experience or build your career. Genuinely love the company and everything they've done for me to date."
5538,5.0,The office are getting out of capacity
5539,5.0,"Salesforce's work culture is good. Similarly, if there are good career opportunities & learning it would be all the more great"
5540,4.0,smaller regional office are overlooked
5541,4.0,You're just another employee in a mega corporation
5542,5.0,Territories getting smaller Overtime is a must to accomplish everything
5543,4.0,Very expensive which makes it difficult for startups to buy
5544,4.0,All good stuff in the company
5545,5.0,No balance life in work.
5546,5.0,Can get political and bureaucratic
5547,5.0,I haven't found any yet
5548,4.0,Sometimes visibility to new directions and acquisitions can be limited
5549,3.0,"-Managers are disconnected from their individual team members day to day job - won't know how to help you if struggling. -Extremely high targets and expectations during difficult economic times -You will work hard and exceed targets but most of the time this is not enough to get promoted -Needs way more structure to how to go about the role from the beginning, you basically sink or swim -Small compensation for creating large opportunities"
5550,5.0,None at this moment which I can mention
5551,5.0,Nothing as such. Its a great company.
5552,5.0,Do not support intercompany movement
5553,3.0,All as expected for this company
5554,3.0,Long Hours and stressful working conditions at times
5555,3.0,Long hours. Targets are huge.
5556,5.0,Due to COVID the Work life balance is intense
5557,5.0,"Let us travel again, it's ok to take a few risks :-) (writen towards the end of the pandemic)"
5558,5.0,"Very driven, many KPIs, training/certification, internal meetings that demand high level of commitment"
5559,5.0,Nothing to complain about what I experienced here.
5560,4.0,- very target driven - pressure -
5561,3.0,"Excessive politics in promotions, poor work life balance"
5562,3.0,Customer Success Group however is somehow seen and treated as second class in the company. Career possibilities within that group is limited and people management by management is not focusing on making people great to keep satisfaction high and attrition low. Turnover is raising but reasons behind that not taking care off.
5563,4.0,- Salaries not very competitive compared to the market - Career progression is often difficult to obtain - Too processy
5564,5.0,No concerns as of now
5565,5.0,Nothing as such It's just the role is of support so if you are okay with it then it's fine
5566,4.0,"Targets are very high and in most roles you're working on a saturated market. Prospecting is very difficult as you sometimes only have 3-10 accounts to work with in total, but the target seems to be created from a growth mindset where every account is going through a full digital transformation. Base salaries are relatively low (compared with similar organisations), so if you're not blessed with a great patch, you are going through tough times. The organisation is focused on selling, selling, selling, and less so on pre-sales engineer support or customer success once the deal is sold."
5567,4.0,very busy certain time of the year
5568,2.0,"Meetings about, meetings about nothing. pointless training every week. Dont forget your TPS reports, they are due every Tuesday at 10Am. Im gonna go ahead and resend you that memo about TPS reports."
5569,5.0,Global company means taking part of meeting in a wide range of times.
5570,5.0,"Because of growing and changing company and it's rules, need to time for catching up a lot of information."
5571,5.0,1. Perks could be provided at more shorter intervals. 2. Salary differences between new joiners and the old employees.
5572,5.0,"no cons really , just keep in mind that this is a big American company"
5573,2.0,"Old boys network, unless you are best friends with management you won't get a promotion, back stabbing culture and very political. Anyone who is a decent person or good at their job has left or is thinking about it."
5574,5.0,Somewhat stressful with tight deadlines
5575,5.0,nothing I see in my months time here
5576,4.0,Too much pressure and competition in the industry
5577,4.0,"Large company, so it can feel like you’re a number at times. A lot of services are centralized (eg IT, HR) so it can lack the personal touch you feel in a smaller company."
5578,4.0,Work life balance will be difficult sometimes.
5579,5.0,Work from home and not social contact
5580,5.0,"no clear paths beside sales one, need to find your own way"
5581,5.0,None that I can find
5582,5.0,I dont know of any cons whatsoever
5583,4.0,Becoming another oracle &/or IBM
5584,4.0,too many useless meetings - company grew too big
5585,4.0,"EGOS. From what I experienced, most people work here because they want to be able to tell other people that they work here. Ultimately giving them an ego boost. I felt like I was living in a simulation. An ornament. Most of the people at SFDC are smart, but brainwashed, and not smart enough to realise. Lots of people doing jobs that aren't necessary, and it's kind of sad and depressing because they think they're actually doing something meaningful and contributing to something, when in reality they're really not, and just ticking a manager's box. Also, tall poppy syndrome is still rife in certain teams in the Melbourne office especially, and is why your top talent resigns and your egos are so big that it takes you over a year to accept it........................................................."
5586,5.0,"Became a little too corporate, a lot of org shifts"
5587,5.0,Lot of competition for promotion
5588,4.0,- Less openings in india
5589,2.0,Foreign language accent criticism - Comparison among employees - High expectation
5590,5.0,"enterprise environment, may not be great for people used to work in startup setting"
5591,5.0,Sales salary is too high
5592,2.0,"lots of politics, too many social activities"
5593,4.0,"- Company is growing fast, too many changes - lack of career development - some process taking to long"
5594,1.0,"This review is for recruiters hyd team. There were so many worst experiences with them. Trust and Transparency is the great qualities of the Salesforce. But it seems the recruiters don't care at all. Even though referred so many people, Not sure what's the problem, They never got the call for interview. Also, another experience with them, Some of the recruiters at least don't response to the pings when we ping to them for information, Even after pinging so many times. If they don't respond at least to the internal employees, not sure how they interact with the interview candidates. This is very disappointing how they treat internal employees and at least they should respond. I understand ping people are busy some days or times. But not 2/7 or week. Honestly the recruiter experience is worst experience, They don't care at all. They don't respect time and they don't respect individuals and don't reply to at least internal employees. Also I had heard so many that, Even after candidates performed well, Finally the result is the candidates were rejected."
5595,5.0,Many teams and roles that are doing similar things
5596,4.0,Too many changes Career progression not clear & slow
5597,3.0,PST shift are very difficult and at-least they need to move all the night shift Engineers to EST shift
5598,3.0,I dont want to comment this
5599,4.0,work pressure and points are the concern
5600,5.0,Nothing to be specific. All good
5601,5.0,Nothing i can think fo
5602,5.0,Territories vary and impact your ability to hit targets
5603,5.0,there are very little cons
5604,4.0,The position of work place is a little bit crowded
5605,3.0,Encourage the experience people and give the support to the team
5606,3.0,Can feel like you're just a number
5607,3.0,Limited support from leadership and managers
5608,3.0,Seems overly complex reporting structure
5609,5.0,Our use is very good
5610,5.0,"High pressure sales environment, high workload"
5611,4.0,bad time issue and working problems
5612,2.0,Late nights galore no health
5613,5.0,Nothing to add. All is good.
5614,5.0,work life balance and nothing elses
5615,5.0,Have no concerns. All good so far.
5616,4.0,Some big company activity-based metrics creeping into the sales management process. Questions about the number and focus of middle tier management.
5617,4.0,Can feel very much like a cult sometimes and promotion is political
5618,3.0,You can be the hero one month and the other month definitely not. Also you need to be very lucky with your industry. Big differences in bonuses if you have a bad industry compared to somebody else.
5619,5.0,Growing fast and might get a bit complex
5620,5.0,work may become stagnant at times
5621,4.0,Long work hours. Gets repetitive
5622,4.0,"1. Tech stack depends on cloud to cloud, but if working on any core related teams, then freedom for choosing new technologies are minimal"
5623,3.0,The way they manage people in Marketing Cloud is a toxic legacy from the Exact Target days. Bullying and threats are common place.
5624,5.0,"I personally don't have any cons. Leadership has an open door policy and questions are answered timely and appropriately. I do concur with the other reviews that there are a lot of projects and they're fast paced. You have to pay attention to details and be proactive in your planning and approach to delivering your requirements to stay on track. It's big league work in a fast, fun, and family-like setting."
5625,5.0,"no cons really , just keep in mind that this is a big American company"
5626,5.0,Like sales field they have target
5627,5.0,-internal recruiters could be faster
5628,5.0,Pay and expectations do not match
5629,5.0,Difficult to reach the target in sale depts
5630,5.0,- You really have to want it to keep up with all the content
5631,2.0,"Apart from the mentioned executives you have a lot of execs fighting to build their empires. Some are good but those below are doing anything to be noticed. Salesforce used to have a great culture but lost this a long time ago due to hiring talent from slow beurocratic red tape enterprises such as Oracle. They used to say they dont want to be the next Oracle but that is exactly where they have gone. Leadership within the support organization specifically is appalling, no vision, no care for employees and very blame oriented. No accountability from global support execs all they care about is ensuring if something goes wrong they can shift blame. This has resulted in a toxic environtment. That along with most new support roles being only hired in their India offices is leading to a poor experience from employees elsewhere and customers are suffering for it also with unhappy employees. This is not to say there are not some great departments but support is certainly not one of them, stay out of the support organization."
5632,5.0,Nothing that I can think of.
5633,5.0,No cons found to be good
5634,5.0,Lots of products to learn
5635,3.0,"- Anyone not in a direct quota carrying roles is treated as a second-class citizen, and the sales side of the business (e.g. account executives and sales leadership) is revered and constantly lauded on internal calls. - Obsessive fixation on hitting quotas and revenue targets, which drives a culture of upselling (even when the customer doesn't really need it—despite their ""Customer Success"" value). - It is difficult to relate the SE pay and bonus to company performance—despite ever-growing revenues and beating last year's results, this never really translates into a significant increase in pay/bonus. - Murky promotion and career progression process that gets called out every year in the employee survey, but nothing really gets done about it. Hiring budget seems to be spent on bringing in more AEs (the quality of which varies considerably). - The open, sharing culture has led to oversharing, and useful information and documents are scattered across a load of different sources (Google Drive, Quip, Slack, various Salesforce orgs)—with no single way of searching across all of these. - Lots of internal ""noise"", which can distract from the day job (webinars, endless all-hands calls, irritating Slack channels etc). - Internal culture can feel a bit cultish at times and there is a growing disconnect between the US and non-US workforce. You have to drink the Kool-Aid to get ahead. - The internal Salesforce org (Org62) is a mess making it very difficult to navigate, Lots of duplicate data (e.g. accounts and contacts) across the organisation, which leads to internal fighting over territories/customers. - The company swings between big corporate and scrappy startup: some internal processes are excessively bureaucratic and long-winded (e.g. requiring manager approval for a $5 software purchase), and elsewhere decisions are taken on a whim. - Some employees can feel ostracised if they don't submit to the (exceedingly) left-leaning, social justice obsessed political views of the organisation. - A globally distributed workforce means that emails and Slack messages come in at all hours of the day—depending on the team, internal meetings can start early or run late into the evening."
5636,3.0,"Politics, promotions, not competitive pay, limited paths forward"
5637,5.0,Work pressure which almost bearable
5638,4.0,"The amount of training to be completed alongside your job is overwhelming, it's good , but constant and can be difficult to prioritize your job at times with the deadlines. The resources are great, but they reference other resources to other resources, it's difficult to find quick answers to things at times as you will get stuck in a rabbit hole of content. Accounts / Territories can be saturated, lot's of whitespace for AMs. So you have to be good at finding new business to be successful. There are too many measures and KPI's. Every week there is a new KPI to try ad hit. Processes to move into new roles / hiring situations take a lot of time."
5639,4.0,Shrinking territories to sell into
5640,4.0,Sometimes a lack of structure and misalignment on org priorities
5641,4.0,Professional services is a hard department to get off from..
5642,4.0,Prioritization can sometimes be difficult with lots going on
5643,5.0,"Sales is sales and with a resetting quota at the end of every month, you have to be prepared to reset at $0 and do it all over again. Even though we get 19 Days off in the first year, it's hard to take time off because the less you work, the less you make. Company is growing from a startup to a major corporation - that growth means there are a lot of things that are changing and you hear about the ""good old days"" a lot - as if you missed out on how things used to be (not pre pandemic, I mean like 10 years ago) and things have changed a lot."
5644,5.0,Lack of Space Lack of communication Lack of integrity Lack of Productivity Lack of You
5645,5.0,no cons cons cons cons
5646,5.0,"Big company, feel like small fish in big pond at times"
5647,5.0,maintaining good hirerchy level and management
5648,5.0,None. All is good here.
5649,4.0,Too many acronyms used hard to keep up
5650,5.0,As company is growing too many Processes
5651,5.0,"monolithic code development, many teams just use internal tech stack."
5652,5.0,"time consuming on enablement, set up engagement"
5653,4.0,- equity & pay can be more competitive
5654,5.0,Work pressure which almost bearable
5655,4.0,"Big company, so sometimes you just feel like a number"
5656,4.0,Only salary is good in salesforce
5657,4.0,"Micromanagement in biz dev, long promotion period"
5658,4.0,Company is growing by acquisition and too many mandatory/internal meetings that takes away from time doing my job. Difficult thing with such an aggressive growth sales team are the quotas and unfair distribution of accounts that is never a perfect science and if you are on the wrong end of this can make the year quite difficult
5659,5.0,No cons found to be good
5660,5.0,Lots of products to learn
5661,4.0,Nothing that hit me at the moment.
5662,5.0,No cons that I can see
5663,3.0,Too much pressure on numbers with no understanding about how other countries are economically at the moment. Expectations that are too high. Poor work life balance.
5664,5.0,Have been missing out on the office experience due to lockdown :P But no other cons so far
5665,1.0,No fair recruitment process. All backdoor policy. It doesn’t matter what you know than who you know especially in Hyderabad salesforce office
5666,5.0,No timely salar or management
5667,5.0,"Because of growing and changing company and it's rules, need to time for catching up a lot of information."
5668,5.0,Nothing as of now. All is going good
5669,5.0,No Cons as such according to me.
5670,4.0,It's a great opportunity to work with Amazon
5671,5.0,Tenshion head ache Time consume not perment low salary package away from Home
5672,3.0,Apart form shift jobs all is good here.
5673,4.0,Takes some time to adjust to this wonderful culture
5674,4.0,Keep achieving quota is tough work.
5675,4.0,"Very forecast driven job, not able to deep dive on one topic"
5676,5.0,"based on KPI, CSAt , not a dev role."
5677,1.0,Horrible management Worst leadership Toxic culture Very political and unhealthy peers No proper training
5678,5.0,I feel so far that I haven't encountered any cons
5679,5.0,"Very fast-paced growth in a large organization, which can result in the working environment being sometimes stressful Lack of a structured and clear career progression program - even if this is being taken care of"
5680,2.0,"Poor management with no sense of leadership, have to manage up and be highly political which is tough due to the lack of trust and accountability. Most managers don't have an interest in developing, coaching or helping their team. They are paid on the performance of a territories growth and not individual success so as long as they are hitting YOY targets, which means they aren't concerned about individual success. Success is heavily dependent on the territory and winning the ""Salesforce lottery."" People seem friendly but are very exclusive with only your ""brand"" being the leverage you have for success-- even if you are performing well or the hardest working. If you are looking to move verticals etc.. you can easily be blocked by your manager if they want to keep you for their self-interests. The management has created a self-serving environment where people don't really care or want you to have a fulfilling career. You will be shunned and humiliated in front of others if you speak up. It is not encouraged to give honest feedback."
5681,4.0,none none none none none
5682,5.0,relationship between business and IT is not good
5683,5.0,Young people in the management are inexperienced and proud as it was a small company and suddenly gained a lot of fame and they rose to a higher management position. They sometimes don't know how to give positive feedback but do a superb job in providing negative feedback.
5684,5.0,The company is growing so quickly which makes it hard to stay aligned and prioritize your work. There are just so many projects and opportunities. Everybody wants a little piece of everything.
5685,5.0,- Sometimes the work can become very hectic and you might have to put extra hours to get things done.
5686,3.0,Career path is not well defined. Chance at promotion can be minimal on certain teams who have not changed personnel in a while. Sales seems to be the team that is constantly praised.
5687,4.0,Not Enough Down Time Limited growth potential if you are not in the right team
5688,5.0,people that makes no sense but have the authority.
5689,5.0,"There are so many opportunities to learn and get involved in various initiatives, that it can easily take a lot of time from one's primary responsibilities."
5690,5.0,"Interoffice scuttlebutt is of course an issue, but it's not a problem unique to Salesforce by any means. In the division I am a part of, there is no formalized training or onboarding program, so the first couple weeks can be rough while you get acclimated. With all the growth, sales territories are constantly being moved around and this can make rapport building with clients difficult."
5691,4.0,relied on old managers and not new talents
5692,3.0,treat new comers with contempt there is no real management support due to fast pace tedious work in a Machiavellian environment
