,Unnamed: 0,title,author_info,rating,pros,cons,helpful
5518,38,The only opportunity of it's kind in Spokane,"Mar 23, 2011 - in Spokane, WA",5.0,Part of a 2 billion dollar company in Salesforce. Great benefits and overall compensation. Lots of career advancement opportunities Overall great place to work,Base salaries are a bit low,Be the first to find this review helpful
5519,39,Best company I have ever worked for.,"Apr 15, 2011 - Account Executive in San Francisco, CA",5.0,Constant innovation and thoughtful approach to corporate culture. Salesforce.com has built their company with the best and brightest employees in the industry.,Growth creates a culture and organization filled with constant change.There is general environment where you aren't allowed flexibility to work from home leading to feelings that their is a lack of trust between the employee and manager to act professionally.,Be the first to find this review helpful
5520,40,great place to work...if you're fresh out of college and don't know any better,,1.0,nice location in San Francisco (accessible via all forms of public transportation),"The Support Organization is led by less-than-capable management, starting from the very top. Management styles here rely on scare tactics to try and keep you producing at 120%. Too many managers doing nothing but ""managing""; too few people doing the ""real"" work. Too much hype, too little substance. Absolutely no work-life balance.",17 people found this review helpful
5521,41,Good opportunity if your whole world revolves around the company.,,1.0,"Good salary, great benefits. Great place to learn about the SaaS industry.",Micromanagement style gets old really fast.,14 people found this review helpful
5522,42,"Salesforce offers a productive environment, a great location, and great benefits",,5.0,"Salesforce is a great place to work. I feel very productive as an engineer, management is very supportive, and the location and benefits are great.","Occasionally guidance from senior management for my team has been somewhat muddled, but overall there are very few downsides in working at Salesforce.",Be the first to find this review helpful
5523,43,Amazing Experience! Wonderful company.,,5.0,"-High expectations drive you to perform well. -Everyone is nice, friendly, smart, and very helpful. -Wonderful emphasis on work/life balance -Management allows you to do your job without much interference and is very flexible with your personal needs -Focus on a ""do what needs to be done"" attitude, rather than focusing heavily on particularistic rules -Great benefits -Strong focus on employees' well-being.",-Company is starting to get so big that the entrepreneurial atmosphere it had is disappearing -Promotion rates are becoming slower,Be the first to find this review helpful
5524,44,great place to work,,4.0,Overall great place to work. Stressful and long hours but exposure to great talent and opportunities,long hours and stressful environment,Be the first to find this review helpful
5525,45,Best place I've worked,,5.0,"Great culture, great executive leadership. As with most growing companies, this is an exciting place to work with a lot of opportunities.","On the verge of becoming a larger company. As such, trying to balance encouraging entrepreneurship with requirements of scaling as a large enterprise. A lot of snap decisions are made in terms of business goals, metrics and expectations without discussion of a larger roadmap on the departmental level or larger business context.",Be the first to find this review helpful
5526,46,"Maybe not for everyone, but amazing for me",,5.0,I love the company as a place to work and have had a lot of jobs here. The product is amazing and gets better every day (literally). Customers (in general) love the product and the brand. Visionary leadership literally re-defining the industry. A clear process for defining and communicating strategy and priorities. Breakthrough internal collaboration using Chatter.,The work is hard. Processes and systems are not as mature as most 5000 person companies. There is a lot of HQ centric thinking. I would (ad do) trade the positives for these issues any day.,Be the first to find this review helpful
5527,47,Salesforce.com,,5.0,"Industry Leader that is looking to make a big difference in the future. Salesforce offers the complete suite for employment; great pay, great benefits, and great company culture.","The company needs to centralize their focus on competitors, it appears at times we are spreading the resources too thin by trying to invite all takers.",Be the first to find this review helpful
5528,48,Its good,,4.0,GOOD money and good benefits,Lots of cold calling and tele marketing,Be the first to find this review helpful
5529,49,The right company at the right time,,5.0,Incredible energy and excitement Amazing products and technology Excellent senior management You get a lot of responsibility Great location and perks Smart people,Sales driven culture can be a money-chasing grind Lean staffing leads to overwork and burnout Performance management isn't good Constant changes lead to confusion and inefficiency,2 people found this review helpful
5530,50,Well deserving of the #43 spot on Fortune's 100 best places to work list,,4.0,Pay is great. Company is growing. Other compensation is great and includes - Stock incentives - Well stocked kitchens with drinks and snacks - Paid days to volunteer in the community - Strong commitment to the environment - Yearly bonuses Management recognizes and acknowledges contributions,With such fast growth teams can get out of touch with each other and priorities can shift so work you've spend a lot of time and energy on can quickly go by the wayside.,1 person found this review helpful
5531,51,The world's biggest startup. Both great and challenging!,,4.0,"Great company with great working environment. Smart people, great product, solid leadership. Supports time off for community service. Lots of room for growth. V2MOM process brings good alignment across company.","Lack of process, planning is poor in some areas. Some people in management believe that we are still a startup, which can be limiting. Staffing is lean and staff are very, very busy!",2 people found this review helpful
5532,52,My best job ever!,,4.0,"Fast paced. You learn a lot. I did, and will never regret the time I spent there. Note that you will not survive at the company long term unless you're willing to play their political games.",Since my time when the company was smaller and the culture was still fine I've heard that things have changed to the worse. This is somewhat natural given it's current size.,Be the first to find this review helpful
5533,53,Would not recommend,,2.0,The company is expanding and extremely successful in its products and sales. Most people seem proud to work there as everyone wants to be associated with a big brand and a winner and salesforce delivers.,The culture of every man for himself is pervasive - there is a sense of fear among employees.,4 people found this review helpful
5534,54,"If you are experienced, don't go to SFDC",,2.0,Awesome product suite Very few instances of service failure Ability to find prospects Visionary status on Gartner reports Weak Competition,Overhired too many salespeople average attainment less than 40% Management feels thats appropriate 7 or 8 Salesreps per Sales engineer Micromanagement on lack of long term focus Extreme pettyness and incompetence,6 people found this review helpful
5535,55,Really like the company - fast paced and dynamic but experience could vary across departments,,4.0,Technical growth is encouraged and supported Top management (CEO) has clear vision and direction Generally a fun place to work with good people,Middle management needs improvement Internal career growth has not be good - I see a lot of hiring of middle management from outside instead of growing internal people Priority changes frequently at the lower level even with a clear big picture at the top Lots of political land mines to navigate Work life balance is given lip service but must be defended by the individual (probably related to poor middle management),1 person found this review helpful
5536,56,Great product but not a great place for consultants,,4.0,Great product Great people Experienced Managers Great overall package/incentives,Factory feel to services No stock options to PS No effort on work/life balance No room for growth,Be the first to find this review helpful
5537,57,great experience,,4.0,learned so much working with smart and bright people benefits and compensation various opportunities that are available great product working for a CEO that is committed and passionate about what the company is building,"politics the highs are great, but the lows are very low it's an you're in or you're out culture getting large management not engaged in growing careers",Be the first to find this review helpful
5538,58,I love salesforce,,5.0,"The work-culture, the benefits, the people!",cant think of any reason,Be the first to find this review helpful
5539,59,salesforce.com,,4.0,-Best and brightest -Decent benefts package,"-Entitlement feeling among the very young sales staff is a joke -Everyone want to be promoted to Director but doesn't want to do the work. They see others in Director roles ""delegating"" work to other. -No option for part-time work for new parents if you are an exempt employee. -OBSESSED with ""Best Place to work"" list. Everything seems to have an underlying motive, not genuine",3 people found this review helpful
5540,60,Great company,"Jun 30, 2015 - QA Tester in San Francisco, CA",3.0,Loved every minute of it!,Very stressful! I had to forgo my work life balance totally!,Be the first to find this review helpful
5541,61,Sr. Strategic Account Manager,"Aug 17, 2015 - Senior Strategic Account Manager in San Francisco, CA",3.0,"Innovative, Customer centric, Aggressive sales, good incentives",Lack of career planning Oracle hires,1 person found this review helpful
5542,62,Regional Vice President,"Nov 9, 2015 - Anonymous Employee",4.0,The energy and innovation is unparalleled in industry.,"Everyone, including SVPs, are micro-managed at Salesforce.",Be the first to find this review helpful
5543,63,Intern,"Dec 23, 2015 -",4.0,"Awesome people, awesome mission, and great opportunities",It is extremely difficult to get in,Be the first to find this review helpful
5544,64,"sales, customer service, collections","Feb 23, 2016 - Anonymous Employee in Salt Lake City, UT",3.0,helping other better their lives,dealing with rude people sometimes,1 person found this review helpful
5545,65,Vice President,"Jul 18, 2016 - Vice President Sales in San Francisco, CA",4.0,"Great company culture, lucrative, talented and driven people",Lack of work/life balance in the sales organization,Be the first to find this review helpful
5546,66,Senior Manager Human Resources,"Oct 13, 2016 -",4.0,"autonomy, salary, benefits, culture, ceo all pros",poor mid level managers and management training,Be the first to find this review helpful
5547,67,SF Feedback,"Apr 12, 2017 - Lead Member of Technical Staff in San Francisco, CA",4.0,- Great culture - Innovative projects,- Priorities change - It is loosing its agile culture,Be the first to find this review helpful
5548,68,GPW,"Apr 21, 2017 - Anonymous Employee",4.0,"Dynamic environment, great people and products, caring company",Work/Life balance can be tough,1 person found this review helpful
5549,69,Great company to work for,"Jun 5, 2017 - Account EX in San Francisco, CA",4.0,Smart people fast paced environment Overall - Good culture,Feel like just a number,Be the first to find this review helpful
5550,70,Fun place to work as a software developer,"Apr 17, 2010 - Senior Member of the Technical Staff in San Francisco, CA",4.0,"- Competitive compensation and benefits - Large codebase with opportunities to improve just about anything - Innovation and experimentation is actively encouraged - Helping customers with their Force.com questions at the annual Dreamforce conference is a highlight - Direct and frank interaction with middle management about company gossip (at other jobs, middle management wrapped everything up in BS) - Managers deal with the politics so that you mostly don't have to - The annual holiday party is awesome","- Company is getting large, though it's also an opportunity to become a respected subject matter expert in multiple areas and collaborate with other smart developers - No LGBT group, for those who know what that is, though there are a moderate number of like-minded individuals working for the company",4 people found this review helpful
5551,71,Great experience and place to work.,"Apr 21, 2010 - Sales Intern in San Francisco, CA",4.0,Everyone at salesforce is supportive and always offering a helping hand. Culture is great at the lower sales levels. Incentives are wonderful.,"Politics. Its the downside of the company. Middle management is all about self advancement. They pretend to care and listen to the employees, but don't really.",Be the first to find this review helpful
5552,72,Great place to work,"Apr 19, 2010 - in San Francisco, CA",4.0,"Great compensation, cutting edge SaaS technology, brilliant CEO, deep pockets",monthly quota tends to be a grind.,Be the first to find this review helpful
5553,73,Great overall company strategy and poor internal organizational direction,"Apr 9, 2010 - Customer Facing Field Employee in Charlotte, NC",2.0,"Overall company strategy, product direction and space in the SaaS market.","Clear disorganization in middle management, lack of clear strategic direction for field organizations, lack of respect for employee work/life balance and lack of strong leadership at the mid-level",3 people found this review helpful
5554,74,Too many politics!!!,"Apr 8, 2010 - in San Francisco, CA",2.0,"Great product, great compensation and great resume builder...","...once the ""money factor"" wears off, it becomes a political grind versus being a motivated culture based on acheivement.",Be the first to find this review helpful
5555,75,great place to work,"Mar 30, 2010 - in Scottsdale, AZ",4.0,"-The people in R&D are smart, great to work with, and don't take themselves too seriously -Compensation is very competitive -You are trusted to do your work (freedom to work from home, take time off when necessary) -Location!","-Like some people have said, the priorities change too much -Not much opportunity for career growth after two to three years",Be the first to find this review helpful
5556,76,"Great company to work for, not an easy company to work for","Mar 27, 2010 - Product Manager in San Francisco, CA",4.0,-incredible people -great learning experience -fantastic product (it's great talking with customers as a result),-management's short attention span -culture of unrealistic expectations -prioritization changes too rapid to keep up with,Be the first to find this review helpful
5557,77,"learn a lot, then leave","Mar 22, 2010 - in San Francisco, CA",3.0,decent brand you can learn a lot if you're motivated good for people starting out some flexibility in working on projects you want,"political sometimes too many metrics which make no sense career growth may not be great after a few years, my advice - kill yourself for a few years, gain good exposure, then leave",3 people found this review helpful
5558,78,Beware of Working Here in Sales,"Feb 18, 2010 - Account Executive in Charlotte, NC",2.0,"great benefits, great technology, compelling product suite, big brand name in the space, leader in the industry, good HQ location, fun parties throughout the year, great benefits package, nice offices and amenities","terrible middle-management, bullying of employees protected by HR, ability to get ahead rests solely on having a corporate ""sponsor"" internally (you get it) , bait and switch on territories, territories always very unequal even though they claim that they are all equal, high turnover has resulted in employees being given $10,000 spiffs this year for all hired sales referals - they claim this is due to growth but it is because AEs are often miserable, given an impossible job with an absurd quota, bullied until they experience physical and mental health problems (see ALL of the other reviews and associated comments posted here - click on the comments after each review, there are dozens or these reports), and then shown the door. you are either part of the ""old school"" crowd here who was with the company pre-IPO so like 5+ years at the company, or you are having a personal relationship with someone in management who is ""taking care of you,"" and then you are given preferential treatment i.e. vacation days not being tracked by your manager, cash-cow best territory year after year, etc. etc. ** OR YOU ARE NOT ** ... in which case you will probably not last here for more than 1-2 years, and probably not that long, because you will be treated poorly, given a territory that Benioff himself couldnt sell into (think rural Indiana and Idaho) and completely miserable. I can't count the # of AEs who fled this place in the 2009 timeframe - dozens. If you are crazy enough to take a job here, be sure you get the exact territory you will be covering written down as part of accepting the job offer - the bait and switch to lure people in here is well-known. You will be promised Chicago and leave your current job, get in the door, take your seat, and be given Louisiana (the boss' girlfriend will end up getting Chicago and no one will remember that you got told you were getting the Windy City - plus the boss' BF probably works in HR so no one to turn to in order to complain). Further, read ALL of the other reviews and comments here on Glassdoor.com - specifically the comments. Again there is a reason this company is giving out 10k referal bonuses to all employees who refer a salesperson who gets hired - and the employee(s) there will tell you how wonderful it is - they're desperate for new people to take the crap jobs so the AEs currently there get the good ones .... and the AEs want the 10k bonus for submitting your resume. They're so greedy for it - its all over LinkedIn constantly. PS - Don't believe the Forbes average salary hype either - that salary figure includes a tiny percentage of Sr. AEs who make $1M plus per year. Countless AEs didnt make jack above their base salary last year - ask about this. And if you get pushed out .... DO NOT LET THEM TALK YOU INTO SIGNING THEIR LEGAL WAIVERS TO PROTECT THEMSELVES",26 people found this review helpful
5559,79,You will learn a lot at salesforce.com to take to your next company. T,"Mar 16, 2010 - Account Executive in San Francisco, CA",3.0,"training, training, training. some good people, great place when you are hitting your number","management does not know how to handle a down economy or ensure that their sales team is motivated. there is some luck involved - you do not have to take a promotion if you do not think the territory will produce- research the trends - ask they will support your success- asks for more accounts- do what you need to be successful- because once you stop hitting your number, you will be asked to leave.",1 person found this review helpful
5560,80,Pace of innovation is unreal,,5.0,fast paced smart people amazing product good money,territories move often stay in positions for a long period of time,Be the first to find this review helpful
5561,81,Poor Work/Life Balance and Lack of Exec Talent,,2.0,"Great brand Great benefits Strives to pay 20% above market salaries Amazingly smart, talented and hardworking workforce","Poor management, many of whom are legacy from the startup days at Salesforce and this was one of their first jobs (?!). Benevolent dictators are allowed among the mgmt ranks. There isn't a system for evaluating mgmt talent and their notion of ""360 degree feedback"" is a joke: it only flows downward so you never have the opportunity to evaluate management.",3 people found this review helpful
5562,82,Overly aggressive money hungry culture,,2.0,Great product Innovative culture Smart people Downtown location,Very political No life / work balance Overly metric happy - dashboards for everything Sales process too focused on short term goals,5 people found this review helpful
5563,83,Bad place for working moms,,2.0,downtown office and youthful culture,"This is not a company for working mothers. Insane work hours, lack of growth and denied requests for part-time employment are often common. I know 2 women (who returned to work after having a baby) are leaving because their manager told them that a job share or part-time was simply out of the question. really? what century are we living in when a good employee has to leave because of lack of respect for different work-life priorities.",8 people found this review helpful
5564,84,Lots of politics,,2.0,Well-known company with a good product,Too much politics and people in roles they shouldn't be in,Be the first to find this review helpful
5565,85,There's room to get promoted if you work your tail off and can deal with the politics,,3.0,-innovative technology -ability to grow if you're will to work for it -fun people/environment,-they'll work you to death if you let them -VERY political -work/life balance does not exist,1 person found this review helpful
5566,86,"Good team, mid-managers in over their heads",,3.0,good co-workers humane climate (mostly) good compensation,"beware being perceived as ""too radical"" (trying to innovate here) in your proposals to management. it will limit your career incredibly fast.",Be the first to find this review helpful
5567,87,Great place to work,,4.0,"Dynamic, fast paced, growing, cutting edge technology",Decision making is still done through silos,Be the first to find this review helpful
5568,88,A fun but consuming job.,,3.0,"The best reason to work at salesforce is because you'll get to work in a highly competitive space with some of the smartest people in software. The product is truly innovative, and is a lot of fun to sell. The compensation and perks are great as well, you will get paid fairly, get a great benefits package, and a chance to work in downtown San Francisco.","Salesforce.com moves at light speed, and is filled with overachievers. On top of these, expectations on one's performance are always high. The result of this is that you will constantly be struggling to achieve a balanced work/life ratio. Salesforce.com is fun, and it can be fun to get completely involved, and to immerse yourself in your work. However, you will find that working nights and weekends is pretty much a requirement to keep up with the pace, management expectations, and your coworkers. Unless your a workaholic, this gets old, and is probably the main reason why people end up leaving the company.",2 people found this review helpful
5569,89,"smart politics .. bad management, especially mid level managers",,2.0,smart developers. philanthropy is advocated. Cutting edge technology,"Politics Beware of Mid & senior level managers. They spend a lot of time trying to get projects, even if it mean screwing people who report to them. Unless you have a sugar daddy in management, don't expect promotions !!!",1 person found this review helpful
5570,90,Good place to learn how to listen to customers and build products they will love,,4.0,I like the focus on usability testing to ensure the products don't create pain and curses when customers sit down and use them.,Product metrics are really hard to come by - it could take 4 months+ just to learn if anyone is using what my team had built.,1 person found this review helpful
5571,91,"Great executive team, but middle management are terrible people-managers. Too many gunners, and too few team-players.",,3.0,Great product. Innovative culture. Leader in its market. Fast pace and exciting work.,"Too many gunners, not enough true team players. Most middle management are terrible people managers...they are really high-level individual contributors who are just thrown into those roles.",4 people found this review helpful
5572,92,They really need to move past the startup hangover and get some professional management.,,2.0,"Good product, great brand recognition. Company has tremendous potential, given Cloud Computing market is picking up. Really good sales team.",Very inexperienced top management. They seem to be mostly home grown with little experience working in the industry. Culture of back-stabbing staff and partners. Compnay vision is great but management is very political and short-sighted.,1 person found this review helpful
5573,93,Pretty good for a dev,,4.0,"Can work on any piece of the app you need to, it's all right there. Excellent db knowledge in house, how does salesforce scale after all. From the outside, great sales team.","Code base is showing it's age, basic design of 5 or 6 years ago didn't scale as well as it could have. Hard to get good feedback on new ideas, you get very different answers to the same question, depends on who you are talking to. From the inside, terrible sale team, very cut throat.",1 person found this review helpful
5574,94,fantastic place for a developer,,5.0,"Their development team and process is fantastic. Smart people, supportive management and fully agile development.",I honestly havent come across any yet.,Be the first to find this review helpful
5575,95,"Great Benefits, Work from home, Don't be a remote employee if you want to get promoted",,3.0,Flexible Work Schedule/Work from Home Great Benefits Decent salaries,Poor work/life balance in services team Promotions are slow,Be the first to find this review helpful
5576,96,A talented collection of high performing individuals,,3.0,"- Many talented people working there - Salesforce has made a strategic investment in keeping the core of its Development team in a single location, side by side with Sales, Support and Marketing. Makes for fast results and a strong product cycle, which is satisfying for everybody. - Strong commitment to Agile/Scrum development, which (at its best) empowers employees in their day to day work. - Great downtown SF location. Transit is very good.","- Established company with startup expectations for its employees. Overtime is expected, double and triple loading of duties on one person is normal. - High level of ""internal marketing"". A great deal of effort is spent in pushing the latest company kool-aid to the employees. Often difficult to tell fact from fiction, even for in-the-know insiders. - Highly political work environment. Prepare to be stabbed in the back for no particular reason. Prepare for nasty knife fights over resources and head count. Prepare for the frequent ""executive drive by"", where a so-called SVP of Strategy will saunter over and smile while he drops a grenade in your lap. - Constant restructuring. My first year I reported to 5 difference direct reports, due to restructuring of where our group ""belonged"". - There is a clique culture of old-timers. Often referred to as ""Marc direct hires"", which is code for ""untouchable"". Craggy rocks you need to navigate around in order to get things done.",5 people found this review helpful
5577,97,"industry leader, tough place to work",,3.0,"Industry leader High demand in the market for salesforce.com products Reliable growth even in poor economy Great company parties and events Interesting to experience a high growth company from the inside, warts and all","Very little team orientation - individuals want to be the superstar Immature management - lack of support, no prioritization of projects, constantly changing direction Managers do not value/appreciate individuals' skills and contribution Startup mentality - and the company is too big for that Chaotic environment does not always foster good thinking and decision-making",Be the first to find this review helpful
5578,98,The Monarch Syndrome,,2.0,"Proven recurring revenue model, solid and trusted technology, cult following among small and medium sized customers, aggressive sales team, still growing and hiring in recession, HQs in San Francisco. CEO invented the Cloud idea.","One of the most stressful, high strung and political modern corporate environments outside of wall street...and it all starts from the very top. The CEO suffers from a big blind spot when it comes to running the company: he rules by diktat, asks for zero feedback, micromanages ad nauseum, and is a firm believer in the Art of War as management philosophy: his directs compete aggressively for his attention and approval and never openly disagree with him. He still runs the shop as if the company was a start-up and he had the insight to make calls on day to day minutia. Salesforce is quickly becoming internally bureaucratic and clunky; innovation, creativity and risk taking are highly discouraged. Long hours, zero respect for family or personal time (emailing and working on weekends and late at night is a widely accepted practice).",14 people found this review helpful
5579,99,Fantastic place (if your willing to work nights and weekends),,4.0,"Clear Vision, a quickly maturing company while maintaining a start-up urgency.",expect to be reachable 7x24,Be the first to find this review helpful
5580,100,Account Executive,"May 14, 2018 - Anonymous Employee",4.0,Smart hardworking people who care about our customers.,Not enough time in a day.,Be the first to find this review helpful
5581,101,Amazing Culture,"May 29, 2018 - Senior Software Engineer in San Francisco, CA",4.0,Great work culture. Smart people. Good Work life balance.,Average Compensation and Perks. Big company like management.,Be the first to find this review helpful
5582,102,Great,"Jun 3, 2018 -",3.0,Great company to work for.,I can't think of any cons.,Be the first to find this review helpful
5583,103,Consultant,"Aug 29, 2018 - Anonymous Employee",3.0,Big company with high visibility in industry. Good pay.,Long hours and a lot of travel.,Be the first to find this review helpful
5584,104,Great place to work,"Apr 8, 2019 - Anonymous Employee",4.0,very supportive and collaborative environment,monthly cadence on quota can be stressful,Be the first to find this review helpful
5585,105,Account Executive,"Sep 6, 2019 - Account Executive",4.0,"Stock, Perks, Cool Office, Snacks","Long hours, Low base, No Path to move up",Be the first to find this review helpful
5586,106,Good starting place,"Oct 10, 2019 - Associate Product Marketing Manager",3.0,Benefits - they take care of you,Salary - Not really comparable to other,Be the first to find this review helpful
5587,107,high pressure deadlines,"Nov 5, 2014 - TechOps Engineer in San Mateo, CA",3.0,good salary & benefits. upbeat and friendly folks.,high pressure and crazy deadlines,Be the first to find this review helpful
5588,108,Great Organization!,"Dec 3, 2014 -",4.0,"Growing, fast-paced, and highly driven.",Rapid growth means learning as you go sometimes.,Be the first to find this review helpful
5589,109,Good company and good people,"Mar 23, 2015 -",4.0,Pretty good work life balance,bla bla bla bla bla...,Be the first to find this review helpful
5590,110,Worthwhile. Learned alot,"May 6, 2015 -",4.0,Experience. Timing. Work Ethic,Advancement. Management layers. Clickish culture,Be the first to find this review helpful
5591,111,Strategic Sourcing Specialist,"Jul 1, 2015 - Contractor in San Jose, CA",3.0,Its a great work environment,I always working long hours,1 person found this review helpful
5592,112,Great company and people,"Sep 23, 2015 - Recruiter in San Francisco, CA",4.0,"Awesome benefits, company of people.",you are isolated in your world,Be the first to find this review helpful
5593,113,Great Company,"Nov 19, 2015 - Senior Success Architect in Santa Barbara, CA",4.0,Really like working here. 8 years and counting,Getting really big and corporate,Be the first to find this review helpful
5594,114,RVP Sales,"Apr 19, 2016 -",4.0,Great technology. Great Customers. Strong Benefits. Long term vision is compelling.,It is easy to burnout.,Be the first to find this review helpful
5595,115,Sales Strategy Manager,"Aug 5, 2016 - Anonymous Employee in San Francisco, CA",4.0,"High visibility role, access to senior management",Work is not very strategic,Be the first to find this review helpful
5596,116,Recruiter,"Aug 22, 2016 - Anonymous Employee",2.0,Lots of jobs to fill,Poor planning and support.,1 person found this review helpful
5597,117,SFDC,"Apr 17, 2017 - Anonymous Employee",4.0,"Competitive Salary, Volunteering highly encouraged, Great PTO policies",A bit challenging for remote Employees,Be the first to find this review helpful
5598,118,Account Executive,"May 17, 2017 - Anonymous Employee",4.0,Great company with fantastic perks and benefits.,Sales territories getting smaller and smaller.,Be the first to find this review helpful
5599,119,Great Company,"Jun 17, 2017 - Anonymous Employee",4.0,Great work life balance. Good Compensation,"Can't think of any, everything is good",Be the first to find this review helpful
5600,120,"A great place to work, great people to work with.","Jan 2, 2009 - Senior Member of Technical Staff in San Francisco, CA",5.0,"Very high hiring standards mean that everyone is smart, but without alot of overblown egos. Don't have to carry anyone who doesn't pull their own weight. No idea is rejected based on who comes up with it, even junior engineers and summer interns will be heard. The dedication to volunteering and charitable work across the company is great.",The pace of development and release cycles is very high. Not much downtime. Decisions are sometimes made very quickly and not explained well.,1 person found this review helpful
5601,121,Great tech jobs await.,"Dec 30, 2008 - Senior Quality Assurance Engineer in San Francisco, CA",5.0,"This is only for the tech group - I have no idea how the other departments are run. * Competitive salaries * Fun work atmosphere * Great location * Interesting work topics, even if it is enterprise software * Smart management * Ping pong at work * Good potential for career growth","* Ridiculous performance review process. This doesn't affect growth potential, it's just a ridiculous headache. * V2MOM - corporate acronym uselessness",1 person found this review helpful
5602,122,HAVE TO WORK HERE !!!,"Jan 21, 2009 - Senior Software Engineer in San Francisco, CA",4.0,"Great Company, Smart people, Awesome technology",Custom technology and hence may not be able to find a job anywhere outside easily,Be the first to find this review helpful
5603,123,Good for the resume,"Jan 12, 2009 - Senior Manager, Marketing Operations in San Francisco, CA",4.0,"Company is growing, lots of enthusiasm in the market. Still hiring, even in the tough economy. Product team is always innovating - lots of exciting things are announced regularly. Exciting place to work - customers are evangelists, companies eagerly seek to do business with us. Very different from most software companies that are yearning for customers and press attention. Dynamic, fast moving environment. Busier than most companies.","Innovation means constant change - not all employees can succeed in the environment, it's very demanding. Chaotic environment, less experienced management team. Focus is on growth. Some infrastructure in place but it's not the priority.",1 person found this review helpful
5604,124,Want to help create the future of software?,"Dec 30, 2008 - User Interface Designer in San Francisco, CA",5.0,"It's the least political, most functional, software development environment I've encountered. The whole company is focused on the most important factors for success - communication, efficiency, and the customer. The policy of ""no sacred cows"" applies to all aspects of the business lending to a culture that is always focused on improving both the product and the processes.","We work hard and we move our desks too often. Environment-wise, I would love a more open studio feel for the designers. Right now we're all stuck in standard cubes, in straight rows. Something more organic and flexible would be more appealing and inspirational.",Be the first to find this review helpful
5605,125,My best career move thus far,"Dec 16, 2008 - Sales Engineer in San Mateo, CA",5.0,I feel senior management listens to us and provides the tools we need to succeed. I'm constantly armed with the right information going into competitive situations. The product we represent is superior both in a demonstration environment and production environment. Our customers are excited about using our product to manage their business; new uses of our platform appear often on customer calls.,"The monthly quota can burn people out. At times it feels like a burnout but then again, if we factor in the nature of sales in general, it's not bad. I can see the upside. Sales can be difficult especially in a recession however, with a product that people use, and talk about, I'm not too concerned.",2 people found this review helpful
5606,126,good stuff,"Dec 29, 2008 - Member Of Technical Staff in San Francisco, CA",4.0,great product in a fast growing field.,it is always non stop busy. good amount of politics for this size of a company. using the most rudimentary bug tracking system for a software company.,Be the first to find this review helpful
5607,127,Good place to work in an emerging area of software development.,"Dec 24, 2008 - Member Of Technical Staff in San Francisco, CA",4.0,-people are friendly and has good office atmosphere -pay is competitive and location on the embarcadero is stellar -agile development means that products can be shipped out quickly; development cycles are only 3 months so new things can be taken on -still an expanding company with a small R&D team means there are still many interesting products to work on and each developer can carry a lot of weight -get to work on both the back-end and front-end at the same time,"-(pretty shallow) bad snacks, no complimentary lunch options -enterprise software work could be less interesting and results in customer support being a higher priority a lot of times -development often relies on the internal framework which is a shared code base that can be modified by anyone; this can cause problems well developing a new feature -Agile development might not be cup of tea for everyone (one must always account for each hour of each day) -People could seem a bit too cheerful about working at SFDC",Be the first to find this review helpful
5608,128,a leader in the industry,"Dec 6, 2008 - Senior Account Executive in San Francisco, CA",5.0,"innovation, vision, customer focus, benefits",lack of to move laterally,Be the first to find this review helpful
5609,129,Salesforce.com is a great place to work if you are a hard-working top achiever.,"Nov 30, 2008 - Senior Sales Engineer in San Francisco, CA",5.0,"It's great to work in sales for an Industry leader, they also have a great product and pay their employees well - especially if you're a top performer. There's also a lot of flexibility - if you are striving for work-life balance, you can achieve that. If you want to make as much money as possible, there are ways to do that as well. Whatever motivates you, there is opportunity for that at salesforce.com. The company is also growing very quickly making it a great place for career advancement and opportunity","Company is growing into the ""large"" arena and there is more red tape than there was previously. It's also a very competitve environment - so depending on your tastes and performance it may or may not be a good thing - i.e. if you're a lazy person with little ambition, this is not the place for you",Be the first to find this review helpful
5610,130,Best company I have worked in so far,,4.0,"Great place, if you can bear the tempo and enjoy the culture. Relatively relaxed and casual atmosphere, considering the speed at which the company moves. Relatively flat hierarchies.","Very US centric. US employees have often little awareness of the company being (or trying to be) a global company. Management style is also very American, which can be alienating sometimes.",Be the first to find this review helpful
5611,131,great pay,,4.0,good pay and there is free food,only work on one product,Be the first to find this review helpful
5612,132,Unlimited market opportunity and the next giant in the software industry,,5.0,"Unlimited market opportunity, smart people, great technology, great location, a CEO I trust, passionate people Salesforce.com is changing the industry and the next generation of leaders are coming from here. If you want to build your career for the next decade this is the place to be. There are some incredibly smart people here and that makes it pretty fun to come to work each day.",Communication in a fast growth company is difficult. You need to be proactive and take charge of your own career to be successful here.,1 person found this review helpful
5613,133,Get ready for some serious office politics.,,3.0,You'll get the chance to work with some very bright people and have a well-respected name on your resume.,"Office politics here are killer. If you're great at backstabbing your colleagues this is the company for you. Little attention paid to strong performers. Instead, it's all about who can brown-nose the most. If you're good at this type of thing, salesforce will be great for you. However, if you're looking to be awarded for your achievements rather than your networking skills, look elsewhere.",4 people found this review helpful
