,タイトル,タイトルリンク,w-440,article_answer,ml-5,button,button1,button2,article_asideRight,button3,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1
139,男性/ アカウントエグゼクティブ/ 退職済み（2020年）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4022019/,,,,,,,,,女性の働きやすさ,4.5,女性の働きやすさ:営業は大変だと思います。家庭と両立されている方はいますが、まだ少数な印象です。他の部門はかなり女性が多いイメージですね。営業系にいた女性もうまいタイミングを見つけて、他の部門に移る方も何名か見てきました。長く働くにはたしかにそういった選択肢を選ぶことも大事かなーとは思います。それだけ営業は忙しく、マイクロマネージメント、体育会系な雰囲気があります。,2022年02月19日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6818605&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6818605/
140,女性/ ストラテジー/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3189380/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,3.8,勤務時間・休日休暇:概してハードワーク。必要があれば皆、夜、週末も働いている印象です。多様な働き方支援:コロナ禍においてはほぼ100%リモートワークです。副業は本業とバッティングなどしない限り承認制で認められています。必要があればフレキシブルに勤務時間も変えられるが、忙しいためなかなか調整は難しい。,2021年02月 6日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5669989&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5669989/
141,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2445431/,,,,,,,,,年収・給与,5.0,給与制度:成績に基づいて賞与が決まるまた、月次で賞与の支払いが行われるためモチベーションにつながる予算達成が続くと基本給も応じて上昇する評価制度:昇進、昇格は実力が認められれば若いメンバーにも機会がある成長が続いていて組織が拡大し続けているうためマネジメントポストは増え続けている,2022年01月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6609562&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6609562/
142,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,,,,,,,,,成長・働きがい,3.9,教育・研修：過去の成功事例が、増えてきているからこそ裏を返せば過去の提案を、横展開するだけの提案ばかりになってきている。また、数多くのナレッジシェアや勉強会の場は設けられているがキャッチアップ、定着は個人に委ねられている部分が多いため置いていかれてしまう人も多々いてやめていくみたいな負のジレンマが垣間見える部分も最近増えてきているように感じる。拡大期で人が増えてきておりマネジメントも新しい人が増えているのでそこはまだまだ余地あり,2020年04月 7日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5063655&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5063655/
143,女性/ ストラテジー/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3189380/,,,,,,,,,企業カルチャー・組織体制,3.8,企業カルチャー・社風:ボランティアに取り組む制度があり、社会貢献に意識の高い社員が多いです。ダイバーシティ・多様性:外資系だが、結構日本の会社だと思います。外国人従業員もいますが、日本語が不自由なくできる方がほとんどな印象です。本社へのアサイメントなどの人材交流などはあまり盛んではありません。,2021年02月 6日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5669990&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5669990/
144,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ EBU,https://en-hyouban.com/company/10025403019/user_kuchikomi/2898512/,,,,,,,,,年収・給与,4.3,給与制度:年俸制とコミッション（インセンティブ）による支給制度。割合は年俸6割、コミッション4割で、入社前の人事面談で決まる。会社のESに対する意識の高さと直近の業績が良いといった部分もあり、コロナによるリモートワーク就労支援（自宅でのIT備品購入費の補助）や自粛規制によって外出できなかった営業に対して一定％のコミッション補償など手厚い制度が整っている。,2020年07月 8日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5205164&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5205164/
145,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2777337/,,,,,,,,,年収・給与,,給与水準：インセンティブについては数字、活動に基づいて正当に評価されるため納得感のある内容。ベースについても業界内では非常に優遇されている印象で、理論年俸は高く設定されているのでは。役職がつくと1本超えはザラで、最近は組織の拡大に伴ってポストが増大している。待遇面で不満を言う人はあまり見かけないため、みんなは概ね満足していると思われる。昇給は年次ごとの見直しとなるが、安定的にグレードも上がっているらしく昇給は順調に進む。,2020年02月 1日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4986257&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4986257/
146,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,,,,,,,,,年収・給与,4.7,給与制度:ベース給＋インセンティブ。インセンティブは目標達成率によって変動。インセンティブ支給額に上限はない。売れば売るほど還元される仕組み。時期やプロダクトによってはインセンティブ額が1.5～3倍になることがある。インセンティブが充実しているため、賞与はない。売れば稼げるが、売れなければインセンティブが入らないため、給与に波がある。交通費は実費精算。,2022年03月 6日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6885620&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6885620/
147,男性/ Solution Engineer/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ SE本部/ SE,https://en-hyouban.com/company/10025403019/user_kuchikomi/3085779/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:自分のやるべきことは自分でコントロールするので、休みは自分で計画して取れる。付与された有給をほぼ使い切る人もいる。有給以外に風邪引いた時とかに使える傷病休暇や、子供が風邪ひいて学校を休む時とかに使える介護休暇などもあり、休暇は使いきれないくらい多くもらえるし、それを使うことに誰も遠慮しないし止められることもない。,2020年11月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5501524&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5501524/
148,男性/ アカウント・エグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4053089/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇:ワークライフバランスは良いと思います。裁量勤務制なので、提案前など忙しい時は忙しいですが、メリハリをつけ働けます。夜19時以降・休日は業務連絡をしない等のルールもあります。多様な働き方支援:リモートワーク完全対応です。副業は許可制になるようです。,2022年02月26日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6850856&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6850856/
149,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,,,,,,,,,年収・給与,4.7,給与制度:ベース給＋インセンティブ。インセンティブは目標達成率によって変動。インセンティブ支給額に上限はない。売れば売るほど還元される仕組み。時期やプロダクトによってインセンティブ額が1.5～2倍になることがある。インセンティブが充実しているため、賞与はない。売れば稼げるが、売れなければインセンティブが0なため、給与に波がある。交通費は実費精算。,2021年09月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6180614&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6180614/
150,男性/ 税務/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 税務/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3222474/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,3.7,勤務時間・休日休暇:土日祝は休みです。有給も消化できます。勤務時間は個人によってかなり違います。リモートワークは可能です。多様な働き方支援:リモートワーク、早帰り等は個人によりかなりの差があります。電話会議が多い為、本国米国との会議の時は深夜、早朝の時もあります。,2021年03月 5日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5719654&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5719654/
151,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,,,,,,,,,年収・給与,3.9,給与制度:インセンティブの割合がデカイ。oteは他の外資に比べると相当低いのが現状だと思う。しかしインセンティブが金額だけでなく契約年数、スピフなどもあるため達成しなくても稼げるし達成するとアクセレーターもかかるので良い。評価制度:アカウント次第。ほとんど定量,2021年10月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6347660&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6347660/
152,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,,,,,,,,,成長・働きがい,3.9,教育・研修：過去の成功事例のナレッジシェアなどが積極的に行われている。それは個人間はもちろんだがチーム、部と全社としてそういう風土がある。他の外資ではあまりないサポート体制。また、入社年次の浅い中途社員には手厚くサービスについての勉強会など行われるため比較的キャッチアップのための土壌がしっかりある。入社後もしっかり1ヶ月研修もあるためこれから中途で入社する人でもある一定の活躍することができる環境が整っている。,2020年04月 7日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5063654&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5063654/
153,男性/ アカウントエグゼクティブ/ 退職済み（2020年）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4022019/,,,,,,,,,事業展望・強み・弱み,4.5,事業展望:正直だいぶ買収などで広がってきましたが、今後は鈍化するのではと思います。日本でも大手企業の大規模導入はかなり進んだので、今後のホワイトスペースは微妙かなと。あとは、営業1人あたりの目標売上は上がっているのに、人が増えて担当アカウントは減るという流れなので、旨味であるインセンティブはどんどん稼げなくなっている印象,2022年02月19日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6818606&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6818606/
154,男性/ 6903/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3264724/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇:フレックスだが結果を出すために働かなければならない量はとにかく多い、トレーニングも非常に充実しており逆に言えばかかる時間も多い多様な働き方支援:グローバル企業なこともあり人種やジェンダー、家庭環境などの平等性には力を入れており自由にしていく方向性が強く,2021年04月 8日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5780748&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5780748/
155,男性/ アカウントエグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 営業本部/ 無し,https://en-hyouban.com/company/10025403019/user_kuchikomi/3328490/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇:一定年数が経てば、ワークライフバランスは満足できるレベル。休日についてはほぼ仕事はない。目標については高いが、それを支援する体制・仕組み・製品は揃っている。多様な働き方支援:リモートワークはおそらくコロナ後も望めば続けることができる,2021年05月31日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5872648&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5872648/
156,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,,,,,,,,,年収・給与,3.8,給与制度:給余水準は高い上に納得感のある報酬が支払われている。高い業績を出し続けるため、現場の教育環境もしっかりと整っており、厳しい営業戦線に耐えうる組織力を有しているので、活躍することができるようになれば年収数千万単位で稼ぐこともできる。評価制度:公平だとおもう,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544437&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544437/
157,男性/ 営業（法人向け）/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ インダストリーバリューセリング事業本部/ リードソリューションエンジニア,https://en-hyouban.com/company/10025403019/user_kuchikomi/3647141/,,,,,,,,,年収・給与,4.1,給与制度:基本給、業績給に分かれており、業績給については各従業員の目標を上司との相談で柔軟に定義することができる。評価制度:ジョブグレードが明確に定義されていて、昇進に必要な基準などがはっきりしている。年齢や性別など、仕事の結果以外の評価基準はほとんど存在しない。,2021年12月16日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6536060&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6536060/
158,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,,,,,,,,,福利厚生・オフィス環境,5.0,福利厚生:ベネフィットステーション、IT健保以外は基本なし。転勤者には家賃や交通費など手厚い手当がある。オフィス環境:どこの事務所も好立地に事務所があり、飲み物、おやつが常備されている。現在はコロナでリモートワークがメインのため、出社してる人はかなり限られる。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566790&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566790/
159,男性/ 税務/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 税務/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3222474/,,,,,,,,,年収・給与,3.7,給与制度:同業他社に比べて少し高いです。ストックオプションの付与があります。評価制度:新しい会社なので年功序列はありません。ほとんどが中途採用です。完全実力主義ではありませんが実力は求められます。英語力が有れば優位になります。,2021年09月15日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6217643&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6217643/
160,男性/ 広告宣伝/ 退職済み（2019年）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3131766/,,,,,,,,,企業カルチャー・組織体制,4.3,企業カルチャー・社風:やはり名前の通り、営業が強く、営業中心の組織風土。営業を中心に周りの組織が動いているイメージダイバーシティ・多様性:日本は国柄的に海外と比べて性別、人種などの多様性が低いが、本企業においては女性登用や障害者の雇用など継続的に注力している,2020年12月26日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5579026&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5579026/
161,男性/ サポート/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3530917/,,,,,,,,,年収・給与,4.7,給与制度:年俸の10パーセントがボーナス。ボーナスは全額支給されるとは限らない。全額支給されたとすると、ボーナスの75パーセントが4月に、残りの25パーセントが10月に支給される。評価制度:プロモーションについての明確な基準があり、全社員に公開されている。,2021年12月19日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6546295&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6546295/
162,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4156889/,,,,,,,,,成長・働きがい,3.5,成長・キャリア開発:キャリアの選択肢が広いようで、狭まれているように感じる。特に異業種から転職をする場合、インサイドセールスからキャリアを始めることになるが、その後のキャリアは外勤営業以外選びにくいような状況。枠がないなどで、キャリアを選択できずにインサイドセールスに残り転職活動を始める人が多い。,2022年03月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6949212&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6949212/
163,女性/ ストラテジー/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3189380/,,,,,,,,,福利厚生・オフィス環境,3.8,福利厚生:ストックオプションや持株制度は、株価が上がり続けていることからメリットになります。オフィス環境:オフィス環境にはかなりお金もかけていて、2021年秋には新たなオフィスもオープン予定。社内のカフェには常時スナックや飲み物が豊富です。,2021年02月 6日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5669988&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5669988/
164,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,5.0,多様な働き方支援:コロナの制限が明け、自由に出勤ができるようになったが、週1ー2日の出勤がモデルとされているが、実際出勤している社員は2-3割、人レベルで言うと、出社しない人は月1ー2回、する人は毎日と、人によりけり。全社員出社を受け入れられるキャパはないので、この流れは続くと考えます。,2022年06月27日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7382997&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7382997/
165,男性/ 営業（法人向け）/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ インダストリーバリューセリング事業本部/ リードソリューションエンジニア,https://en-hyouban.com/company/10025403019/user_kuchikomi/3647141/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.1,勤務時間・休日休暇:在宅勤務、オフィス勤務、いずれも選択することができ、時間のコントロールは非常にやりやすい。多様な働き方支援:リモートワークはもちろん、勤務時間の管理も個人に任されている。従業員の自主性を重んじてもらえることは非常にありがたい。,2021年12月16日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6536059&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6536059/
166,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2215383/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,3.9,勤務時間・休日休暇:勤務は人それぞれ。案件をどこまで巻き取るか次第のところが強い。売れてればコントロールもできるので働きやすい人としんどい人は二極化してるイメージ多様な働き方支援:リモートワークかつフルフレックスなので働き方は自由である。,2021年10月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6347662&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6347662/
167,男性/ AE/ 退職済み（2019年）/ 中途入社/ 在籍3～5年/ 正社員/ EBU/ AE,https://en-hyouban.com/company/10025403019/user_kuchikomi/3064440/,,,,,,,,,福利厚生・オフィス環境,5.0,福利厚生:福利厚生はないに等しいオフィス環境:オフィス環境は奇麗な環境であると思う、お菓子や飲み物が自由に取得できるのはありがたいまた、定期的にイベントが開催され、そこでもいろんな食べ物がもらえる（結局はバックオフィス組が貰っているが）,2020年11月 5日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5465418&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5465418/
168,男性/ SE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ SE/ SE,https://en-hyouban.com/company/10025403019/user_kuchikomi/3042947/,,,,,,,,,年収・給与,4.5,給与制度:業界と比較でも、全体として給与水準は高いと思う。中途社員が圧倒的に多く、入社時の経験次第でレンジは異なっているように思う。評価制度:数字での成果はわかりやすく評価されるが、一方で数字を残せなければ、評価に繋がることは難しい。,2020年10月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5429369&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5429369/
169,男性/ account executive/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3616498/,,,,,,,,,福利厚生・オフィス環境,4.5,福利厚生:住宅補助は無い自社株を割安で購入できる制度がある。オフィス環境:執務スペースなど非常に綺麗で快適に仕事はできる環境がある。スナックや飲み物などはフリーで取れるので、小腹が空いたらそれをつまみながら仕事を続行できる。,2021年10月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6281131&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6281131/
170,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,,,,,,,,,年収・給与,5.0,給与制度:職種によるが営業は年俸制+出来高。なので残業は基本つかない。だが高水準のため非常に満足してる社員が多い評価制度:昇進は基本年に1回で難易度は高い。ただ、人によっては期中での昇進もある。完全なる実力主義で若いマネージャーが多い。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566789&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566789/
171,女性/ Enablement & Competitive Specialist/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員/ Sales Enablement & Academy/ Senior Productivity Coordinator,https://en-hyouban.com/company/10025403019/user_kuchikomi/3982924/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.8,勤務時間・休日休暇:ホワイトというわけではないが、残業は30時間ほどで収まることが多い。営業でなければ土日に働くことは多くない。多様な働き方支援:フルリモート、副業、午後休みの取得も全て可能。かなり柔軟性の高い働き方が可能。,2022年02月10日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6770829&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6770829/
172,男性/ 営業（法人向け）/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ インダストリーバリューセリング事業本部/ リードソリューションエンジニア,https://en-hyouban.com/company/10025403019/user_kuchikomi/3647141/,,,,,,,,,入社前とのギャップ,4.1,入社時の期待と入社後のギャップ:各業界のお客様にまんべんなく浸透していると思っていたが、得意な領域とそうでない領域で、販売実績の差がかなりある。金融業界への浸透は進んでいて、お客様からの引き合いも増えてはいる。買収した製品に対する社内の理解度がそれほど高くなく、モチベーションが偏っている。,2021年12月16日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6536108&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6536108/
173,男性/ 6903/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3264724/,,,,,,,,,福利厚生・オフィス環境,4.9,福利厚生:福利厚生会社と提携しており一般的マッサージを受けたりスポーツクラブに通えるウェルネス手当もあるオフィス環境:フリーデスクでデスクの上に物がないきれいな環境自由に食べられるシリアルやお菓子が置いてあったりする,2021年04月 8日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5780747&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5780747/
174,男性/ 税務/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員/ 税務/ 部長,https://en-hyouban.com/company/10025403019/user_kuchikomi/3222474/,,,,,,,,,福利厚生・オフィス環境,3.7,福利厚生:ストックオプションは契約書を交わします。オフィス環境:都心の超一等地にあります。東京駅直結のビルの為傘を使いません。社内に無料の自販機があり、おにぎり、サンドイッチ、アイスクリーム、飲み物等全て無料です。,2021年03月 5日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5719653&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5719653/
175,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,5.0,勤務時間・休日休暇:9時〜18時くらいだが、日中は顧客との打ち合わせが多く、提案準備などはそのあとになる。数字があがっていれば働き方はかなり柔軟にできる。多様な働き方支援:フレックス、リモートワークなどかなり自由な働き方ができる。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566791&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566791/
176,男性/ サポート/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3530917/,,,,,,,,,福利厚生・オフィス環境,4.7,福利厚生:年俸の15パーセントを上限に自社株の購入制度がある。有給休暇は初年度から20日、ほかに12日の傷病休暇、5日間のこの看護休暇がある。オフィス環境:最近、大手町に本社ビルを移転した。行ったことがないので詳細はわからない。,2021年12月19日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6546296&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6546296/
177,男性/ 広告宣伝/ 退職済み（2019年）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3131766/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.3,勤務時間・休日休暇:ワークライフバランスはとても取りやすい環境多様な働き方支援:自由で多様な働き方を選択できる環境。リモートワーク、フレックスタイム、副業  (申請と承認が必要)など、社員が働きやすい環境を整えることに積極的な企業,2020年12月26日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5579025&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5579025/
178,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,,,,,,,,,年収・給与,5.0,給与制度:職種によって体系が違う。プリセールス系はベースが低くインセンティブが高めで、ポストセールスはベースが高くインセンティブが低めである。評価制度:年に2回の昇進のチャンスがある。マネージャーの評価をベースに本部内で調整が入る。実力主義ではあるが、やはり大きな顧客・プロジェクトを回した方がプロモーションしやすいと感じる。,2020年06月 2日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5121202&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5121202/
179,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4387423/,,,,,,,,,企業カルチャー・組織体制,4.8,企業カルチャー・社風:自由組織体制・コミュニケーション:部門による。ダイバーシティ・多様性:性別、人種、国籍、宗教、ワークスタイルなど多様性が重要視されている。,2022年05月16日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7169140&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7169140/
180,男性/ サポート/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3530917/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ポジションによるが、有給休暇は好きなタイミングで取得できる。多様な働き方支援:ポジションによるが自宅勤務が可能。サポート部門では原則として自宅勤務となっており、オフィスへの出社には厳格な基準がある。,2021年12月19日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6546297&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6546297/
181,男性/ アカウントエグゼクティブ/ 退職済み（2020年）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4022019/,,,,,,,,,企業カルチャー・組織体制,4.5,ダイバーシティ・多様性:さまざまな業界の出身者がインサイドセールスや中小企業担当にはいらっしゃいます。一方エンタープライズの部門は比較的年齢高め、40代前半がボリュームゾーンで、外資のITの出身者が多い印象です。IBM、Oracle、HPとかでほぼ占められている感じですね。,2022年02月19日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6818604&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6818604/
